Status,Cleaned_Name,WIP_CAS,PubChem_CID,PubChem_Title,PubChem_CAS_All,PubChem_Synonyms_Top10,Audit_Notes,Original_Name,Supplier_CAS_Map,Product_URL
WIP_DISCREPANCY,Ocimene,13877-91-3,6434062,Ocimene,29714-87-2,"EINECS 249-805-0|29714-87-2|2,6-Dimethyloctane, hexadehydro derivative|11LWZ8H108|ocimenes|OCIMENE [MI]|RefChem:855387|CHEBI:87751|OCIMENE|Octatriene, dimethyl-",WIP CAS 13877-91-3 not in PubChem ['29714-87-2']; Supplier PerfumersWorld CAS 13877-91-3 error; Supplier MySkinRecipes CAS 13877-91-3 error; Supplier SimpleScentsDIY CAS 13877-91-3 error,Ocimene from PerfumersWorld,"{'PerfumersWorld': '13877-91-3', 'MySkinRecipes': '13877-91-3', 'SimpleScentsDIY': '13877-91-3'}",https://www.perfumersworld.com/view.php?pro_id=3QC00330
WIP_VERIFIED,Polysantol,107898-54-4,15984303,"4-Penten-2-ol, 3,3-dimethyl-5-(2,2,3-trimethyl-3-cyclopenten-1-yl)-",107898-54-4|244626-73-1,"107898-54-4|(E)-3,3-dimethyl-5-(2,2,3-trimethylcyclopent-3-en-1-yl)pent-4-en-2-ol|4-Penten-2-ol, 3,3-dimethyl-5-(2,2,3-trimethyl-3-cyclopenten-1-yl)-|EC 411-580-3|(+/-) trans-3,3-dimethyl-5-(2,2,3-trimethyl-cyclopent-3-en-1-yl)pent-4-en-2-ol|244626-73-1|SCHEMBL238074|QZFSNJAQFWEXEA-MDZDMXLPSA-N|DTXSID401021085|MFCD16038640",,Polysantol from PerfumersWorld,"{'PerfumersWorld': '107898-54-4', 'MySkinRecipes': '107898-54-4', 'SimpleScentsDIY': '107898-54-4'}",https://www.perfumersworld.com/view.php?pro_id=3WM16912
WIP_VERIFIED,Allyl Amyl Glycolate,67634-00-8,106729,Allyl amyl glycolate,67634-00-8,"Allyl (3-methylbutoxy)acetate|67634-00-8|Allyl 2-(isopentyloxy)acetate|Glycolic acid 2-pentyloxy allyl ester|Isoamyloxyacetic acid, allyl ester|Acetic acid, (3-methylbutoxy)-, 2-propenyl ester|EINECS 266-803-5|EMX89K493E|DTXSID9025580|Acetic acid, 2-(3-methylbutoxy)-, 2-propen-1-yl ester",,Allyl Amyl Glycolate from PerfumersWorld,"{'PerfumersWorld': '67634-00-8', 'MySkinRecipes': '67634-00-8', 'SimpleScentsDIY': '67634-00-8'}",https://www.perfumersworld.com/view.php?pro_id=4FG00029
WIP_VERIFIED,Ethyl Linalool,10339-55-6,6433547,Ethyl linalool,10339-55-6|92590-71-1,"Ethyl linalool|10339-55-6|3,7-Dimethyl-1,6-nonadien-3-ol|1,6-NONADIEN-3-OL, 3,7-DIMETHYL-|EINECS 233-732-6|DTXSID9047415|AI3-35814|SF2JS9GF5T|DTXCID7027415|EC 233-732-6",,Ethyl Linalool from PerfumersWorld,"{'PerfumersWorld': '10339-55-6', 'MySkinRecipes': '10339-55-6', 'SimpleScentsDIY': '10339-55-6'}",https://www.perfumersworld.com/view.php?pro_id=4LL11499
SUPPLIER_MISMATCH,Bourgeonal,18127-01-0,64832,Bourgeonal,18127-01-0,"3-(4-tert-butylphenyl)propanal|Bourgeonal|18127-01-0|Benzenepropanal, 4-(1,1-dimethylethyl)-|DTXSID6044808|H3XVS6E70V|DTXCID4024808|RefChem:121158|242-016-2|3-(4-(tert-Butyl)phenyl)propanal",Supplier SimpleScentsDIY CAS 110-41-8 error,Bourgeonal from PerfumersWorld,"{'PerfumersWorld': '18127-01-0', 'MySkinRecipes': '18127-01-0', 'SimpleScentsDIY': '110-41-8'}",https://www.perfumersworld.com/view.php?pro_id=4MA00067
WIP_VERIFIED,Isopropyl Myristate,110-27-0,8042,Isopropyl Myristate,110-27-0,"ISOPROPYL MYRISTATE|110-27-0|Isopropyl tetradecanoate|Isomyst|Bisomel|Estergel|Tetradecanoic acid, 1-methylethyl ester|Deltyl Extra|propan-2-yl tetradecanoate|Kesscomir",,Isopropyl Myristate (IPM) from PerfumersWorld,"{'PerfumersWorld': '110-27-0', 'MySkinRecipes': '110-27-0'}",https://www.perfumersworld.com/view.php?pro_id=0ZZ00239
WIP_VERIFIED,Borneol,507-70-0,64685,Borneol,507-70-0|124-76-5|10385-78-1,"Borneol|507-70-0|2-borneol|Bingpian|Bornyl alcohol|Hechenglongnao|Camphol|Endo-2-camphanol|Borneol, dl-|Borneolum syntheticum",,Borneol from PerfumersWorld,"{'PerfumersWorld': '507-70-0', 'MySkinRecipes': '507-70-0'}",https://www.perfumersworld.com/view.php?pro_id=1BW00064
WIP_VERIFIED,Acetophenone,98-86-2,7410,Acetophenone,98-86-2,"ACETOPHENONE|98-86-2|1-Phenylethanone|Phenyl methyl ketone|Methyl phenyl ketone|Acetylbenzene|Hypnone|Ethanone, 1-phenyl-|Benzoyl methide|1-phenylethan-1-one",,Acetophenone from PerfumersWorld,"{'PerfumersWorld': '98-86-2', 'MySkinRecipes': '98-86-2'}",https://www.perfumersworld.com/view.php?pro_id=1NP00009
WIP_VERIFIED,Thymol,89-83-8,6989,Thymol,89-83-8,THYMOL|89-83-8|2-Isopropyl-5-methylphenol|5-Methyl-2-(1-methylethyl)phenol|Thyme camphor|5-Methyl-2-isopropylphenol|6-Isopropyl-m-cresol|3-p-Cymenol|m-Thymol|p-Cymen-3-ol,,Thymol from PerfumersWorld,"{'PerfumersWorld': '89-83-8', 'MySkinRecipes': '89-83-8'}",https://www.perfumersworld.com/view.php?pro_id=1PS00442
WIP_VERIFIED,Benzophenone,119-61-9,3102,Benzophenone,119-61-9,"BENZOPHENONE|119-61-9|diphenylmethanone|Diphenyl ketone|Benzoylbenzene|Methanone, diphenyl-|Phenyl ketone|alpha-Oxoditane|Ketone, diphenyl|Diphenylketone",,Benzophenone from PerfumersWorld,"{'PerfumersWorld': '119-61-9', 'MySkinRecipes': '119-61-9'}",https://www.perfumersworld.com/view.php?pro_id=1RP00051
WIP_VERIFIED,Benzyl Isoeugenol,120-11-6,61046,Benzyl isoeugenol,120-11-6,"120-11-6|Benzyl isoeugenol|RefChem:1079476|Benzene, 2-methoxy-1-(phenylmethoxy)-4-(1-propenyl)-|1-Benzyloxy-2-methoxy-4-(1-propenyl)benzene|MFCD00026985|2-methoxy-1-phenylmethoxy-4-prop-1-enylbenzene|1-(Benzyloxy)-2-methoxy-4-(1-propenyl)benzene|1-benzyloxy-2-methoxy-4-prop-1-enyl-benzene|SCHEMBL873590",,Benzyl Isoeugenol from PerfumersWorld,"{'PerfumersWorld': '120-11-6', 'MySkinRecipes': '120-11-6'}",https://www.perfumersworld.com/view.php?pro_id=1SP00058
WIP_VERIFIED,Maltol,118-71-8,8369,Maltol,118-71-8,MALTOL|118-71-8|3-Hydroxy-2-methyl-4-pyrone|3-Hydroxy-2-methyl-4H-pyran-4-one|Larixinic acid|Palatone|Larixic acid|Talmon|Vetol|Veltol,,Maltol from PerfumersWorld,"{'PerfumersWorld': '118-71-8', 'MySkinRecipes': '118-71-8'}",https://www.perfumersworld.com/view.php?pro_id=1VE00283
WIP_VERIFIED,Vanillin,121-33-5,1183,Vanillin,121-33-5,vanillin|4-Hydroxy-3-methoxybenzaldehyde|121-33-5|Vanillic aldehyde|Vanillaldehyde|p-Vanillin|Vanilline|Lioxin|3-Methoxy-4-hydroxybenzaldehyde|4-Hydroxy-3-methoxy-benzaldehyde,,Vanillin from PerfumersWorld,"{'PerfumersWorld': '121-33-5', 'MySkinRecipes': '121-33-5'}",https://www.perfumersworld.com/view.php?pro_id=1VW00456
WIP_VERIFIED,Cedrol,77-53-2,65575,Cedrol,77-53-2,Cedrol|alpha-Cedrol|8betaH-Cedran-8-ol|cedar camphor|a-Cedrol|(8R)-cedran-8-ol|8-betaH-Cedran-8-ol|CYPRESS CAMPHOR|63ZM9703BO|NSC-403883,,Cedrol from PerfumersWorld,"{'PerfumersWorld': '77-53-2', 'MySkinRecipes': '77-53-2'}",https://www.perfumersworld.com/view.php?pro_id=1WW01281
WIP_VERIFIED,Tonalide,21145-77-7,89440,Tonalide,21145-77-7|1506-02-1,Tonalide|21145-77-7|Tonalid|Tetralide|AHTN|Tentarome|Musk tonalid|AHMT (perfume)|DTXSID7041544|360Q8Z01IP,,Tonalide from PerfumersWorld,"{'PerfumersWorld': '1506-02-1', 'MySkinRecipes': ''}",https://www.perfumersworld.com/view.php?pro_id=1XA00444
WIP_VERIFIED,Musk Ketone,81-14-1,6669,Musk ketone,81-14-1,"MUSK KETONE|81-14-1|4'-tert-Butyl-2',6'-dimethyl-3',5'-dinitroacetophenone|2-Acetyl-5-tert-butyl-4,6-dinitroxylene|DTXSID6025690|Acetophenone, 4'-tert-butyl-2',6'-dimethyl-3',5'-dinitro-|3,5-Dinitro-2,6-dimethyl-4-tert-butylacetophenone|4-tert-Butyl-3,5-dinitro-2,6-dimethylacetophenone|2,6-Dinitro-3,5-dimethyl-4-acetyl-tert-butylbenzene|2,6-Dimethyl-3,5-dinitro-4-t-butylacetophenone",,Musk Ketone from PerfumersWorld,"{'PerfumersWorld': '81-14-1', 'MySkinRecipes': '81-14-1'}",https://www.perfumersworld.com/view.php?pro_id=1XU00308
WIP_VERIFIED,Celestolide,13171-00-1,61585,Celestolide,13171-00-1,"CELESTOLIDE|13171-00-1|4-Acetyl-6-tert-butyl-1,1-dimethylindane|FEMA No. 3653|Ethanone, 1-[6-(1,1-dimethylethyl)-2,3-dihydro-1,1-dimethyl-1H-inden-4-yl]-|acetyl tert-butyl dimethylindan|4-Acetyl-6-butyl-1,1-dimethylindane|DTXSID9044536|6-tert-Butyl-1,1-dimethyl-4-indanyl methyl ketone|Ketone, 6-tert-butyl-1,1-dimethyl-4-indanyl methyl",,Celestolide from PerfumersWorld,"{'PerfumersWorld': '13171-00-1', 'MySkinRecipes': '13171-00-1'}",https://www.perfumersworld.com/view.php?pro_id=1XY00101
WIP_VERIFIED,Evernyl,4707-47-5,78435,Atraric Acid,4707-47-5,"4707-47-5|Methyl 2,4-dihydroxy-3,6-dimethylbenzoate|Atraric acid|Methyl 3-methylorsellinate|Evernyl|Methyl beta-orcinolcarboxylate|Benzoic acid, 2,4-dihydroxy-3,6-dimethyl-, methyl ester|EVERNIATE|12YH9T04QE|DTXSID9041653",,Evernyl from PerfumersWorld,"{'PerfumersWorld': '4707-47-5', 'MySkinRecipes': '4707-47-5'}",https://www.perfumersworld.com/view.php?pro_id=1YP00185
DATA_GAP,Hercolyn D,8050-15-5,,,,,,Hercolyn D from PerfumersWorld,"{'PerfumersWorld': '8050-15-5', 'MySkinRecipes': '8050-15-5'}",https://www.perfumersworld.com/view.php?pro_id=2QZ00223
WIP_VERIFIED,Diphenyl Oxide,101-84-8,7583,Diphenyl Ether,32576-61-7|101-84-8,"DIPHENYL ETHER|Diphenyl oxide|101-84-8|Phenoxybenzene|Phenyl ether|Benzene, 1,1'-oxybis-|Diphenylether|Oxybisbenzene|Phenyl oxide|Biphenyl oxide",,Diphenyl Oxide from PerfumersWorld,"{'PerfumersWorld': '101-84-8', 'MySkinRecipes': '101-84-8'}",https://www.perfumersworld.com/view.php?pro_id=2RB00163
WIP_VERIFIED,Methyl Cinnamate,103-26-4,637520,Methyl Cinnamate,1754-62-7|103-26-4,"Methyl cinnamate|103-26-4|Cinnamic acid methyl ester|Methyl (E)-3-phenylprop-2-enoate|Methyl cinnamylate|FEMA No. 2698|CINNAMIC ACID, METHYL ESTER|SemaSORB 9815|533CV2ZCQL|NSC-9411",,Methyl Cinnamate from PerfumersWorld,"{'PerfumersWorld': '103-26-4', 'MySkinRecipes': '103-26-4'}",https://www.perfumersworld.com/view.php?pro_id=2SC00297
WIP_VERIFIED,Cedryl Acetate,77-54-3,13918856,Cedryl Acetate,77-54-3|61789-42-2,"Cedryl acetate|77-54-3|Cedrol acetate|Cedrol, acetate|0WS0WJ9WNV|Acetic acid, cedrol ester|8beta-H-Cedran-8-ol acetate|DTXSID4047204|8.beta.H-Cedran-8-ol, acetate|EINECS 201-036-1",,Cedryl Acetate from PerfumersWorld,"{'PerfumersWorld': '77-54-3', 'MySkinRecipes': '77-54-3'}",https://www.perfumersworld.com/view.php?pro_id=2WW00099
SUPPLIER_MISMATCH,Camphene,79-92-5,6616,Camphene,79-92-5,"CAMPHENE|79-92-5|Comphene|DL-Camphene|2,2-Dimethyl-3-methylenenorbornane|2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane|2,2-Dimethyl-3-methylenebicyclo[2.2.1]heptane|3,3-Dimethyl-2-methylenenorbornane|3,3-Dimethyl-2-methylenenorcamphane|FEMA No. 2229",Supplier PerfumersWorld CAS 5794-03-6 error,Camphene from PerfumersWorld,"{'PerfumersWorld': '5794-03-6', 'MySkinRecipes': '79-92-5'}",https://www.perfumersworld.com/view.php?pro_id=3BH00078
WIP_VERIFIED,Eucalyptol,470-82-6,2758,"1,8-Cineole",470-82-6|8024-53-1,"Eucalyptol|cineole|1,8-Cineole|470-82-6|1,8-Cineol|Cajeputol|Eucalyptole|Eucapur|p-Cineole|1,8-Epoxy-p-menthane",,Eucalyptol from PerfumersWorld,"{'PerfumersWorld': '470-82-6', 'MySkinRecipes': '470-82-6'}",https://www.perfumersworld.com/view.php?pro_id=3BH00181
WIP_VERIFIED,Citrathal,7492-66-2,5365794,Citral diethyl acetal,7492-66-2|89553-30-0,"1,1-Diethoxy-3,7-dimethylocta-2,6-diene|CITRAL DIETHYL ACETAL|7492-66-2|citral diethylacetal|3,7-Dimethyl-2,6-octadienal diethyl acetal|2,6-Octadiene, 1,1-diethoxy-3,7-dimethyl-|FEMA No. 2304|CCRIS 4600|EINECS 231-323-7|2,6-Octadienal, 3,7-dimethyl-, diethyl acetal",,Citrathal from PerfumersWorld,"{'PerfumersWorld': '7492-66-2', 'MySkinRecipes': '7492-66-2'}",https://www.perfumersworld.com/view.php?pro_id=3CC00112
WIP_VERIFIED,Dimetol,13254-34-7,83268,"2,6-Dimethyl-2-heptanol",13254-34-7,"2,6-Dimethyl-2-heptanol|2,6-Dimethylheptan-2-ol|13254-34-7|2-Heptanol, 2,6-dimethyl-|Dimetol|Freesiol|Lolitol|DTXSID6041424|DTXCID4021424|991142090Z",,Dimetol from PerfumersWorld,"{'PerfumersWorld': '13254-34-7', 'MySkinRecipes': '13254-34-7'}",https://www.perfumersworld.com/view.php?pro_id=3CK07504
WIP_VERIFIED,Myrcene,123-35-3,31253,Myrcene,123-35-3,"MYRCENE|123-35-3|beta-Myrcene|7-Methyl-3-methylene-1,6-octadiene|1,6-Octadiene, 7-methyl-3-methylene-|7-methyl-3-methylideneocta-1,6-diene|beta-geraniolene|3-Methylene-7-methyl-1,6-octadiene|FEMA No. 2762|NSC-406264",,Myrcene from PerfumersWorld,"{'PerfumersWorld': '123-35-3', 'MySkinRecipes': '123-35-3'}",https://www.perfumersworld.com/view.php?pro_id=3CQ00313
WIP_VERIFIED,Nerol,106-25-2,643820,Nerol,624-15-7|106-25-2,"nerol|106-25-2|Neryl alcohol|cis-Geraniol|(Z)-3,7-dimethylocta-2,6-dien-1-ol|(Z)-Geraniol|(2Z)-3,7-dimethylocta-2,6-dien-1-ol|cis-3,7-Dimethyl-2,6-octadien-1-ol|(Z)-Nerol|2,6-Octadien-1-ol, 3,7-dimethyl-, (2Z)-",,Nerol from PerfumersWorld,"{'PerfumersWorld': '106-25-2', 'MySkinRecipes': '106-25-2'}",https://www.perfumersworld.com/view.php?pro_id=3CR00317
WIP_VERIFIED,Ethyl Butyrate,105-54-4,7762,Ethyl butyrate,105-54-4,"ETHYL BUTYRATE|Ethyl butanoate|105-54-4|Butyric acid ethyl ester|Ethyl n-butyrate|Butanoic acid, ethyl ester|Ethyl n-butanoate|Butyric ether|Butanoic acid ethyl ester|Butyric ester",,Ethyl Butyrate from PerfumersWorld,"{'PerfumersWorld': '105-54-4', 'MySkinRecipes': '105-54-4'}",https://www.perfumersworld.com/view.php?pro_id=3FD00174
WIP_VERIFIED,Isoamyl Butyrate,106-27-4,7795,Isoamyl butyrate,106-27-4,"Isoamyl butyrate|Isopentyl butyrate|106-27-4|3-Methylbutyl butanoate|Butanoic acid, 3-methylbutyl ester|ISOPENTYL BUTANOATE|Isoamyl butanoate|3-Methylbutyl butyrate|Butyric acid, isopentyl ester|Isoamyl-n-butyrate",,Isoamyl Butyrate from PerfumersWorld,"{'PerfumersWorld': '106-27-4', 'MySkinRecipes': '106-27-4'}",https://www.perfumersworld.com/view.php?pro_id=3FD00246
WIP_VERIFIED,Ethyl Lactate,97-64-3,7344,Ethyl Lactate,97-64-3,"ETHYL LACTATE|97-64-3|Ethyl 2-hydroxypropanoate|Solactol|Actylol|Acytol|Ethyl 2-hydroxypropionate|Propanoic acid, 2-hydroxy-, ethyl ester|Lactate d'ethyle|2-Hydroxypropanoic acid ethyl ester",,Ethyl Lactate from PerfumersWorld,"{'PerfumersWorld': '97-64-3', 'MySkinRecipes': '97-64-3'}",https://www.perfumersworld.com/view.php?pro_id=3FD04102
WIP_VERIFIED,Butyl Butyrate,109-21-7,7983,Butyl butyrate,109-21-7,"Butyl butyrate|109-21-7|Butyl butanoate|n-Butyl butyrate|Butanoic acid, butyl ester|1-Butyl butyrate|n-Butyl butanoate|N-BUTYL N-BUTYRATE|Butyl butylate|Butyric acid, butyl ester",,Butyl Butyrate from PerfumersWorld,"{'PerfumersWorld': '109-21-7', 'MySkinRecipes': '109-21-7'}",https://www.perfumersworld.com/view.php?pro_id=3FD05860
WIP_VERIFIED,Ethyl Acetoacetate,141-97-9,8868,Ethyl Acetoacetate,141-97-9,"ethyl acetoacetate|ethyl 3-oxobutanoate|141-97-9|ethyl acetylacetate|ethyl 3-oxobutyrate|diacetic ether|Butanoic acid, 3-oxo-, ethyl ester|Acetoacetic ester|acetoacetic acid, ethyl ester|ethyl acetylacetonate",,Ethyl Acetoacetate from PerfumersWorld,"{'PerfumersWorld': '141-97-9', 'MySkinRecipes': '141-97-9'}",https://www.perfumersworld.com/view.php?pro_id=3FG00172
WIP_VERIFIED,Prenyl Acetate,1191-16-8,14489,Prenyl acetate,1191-16-8,"Prenyl acetate|1191-16-8|3,3-Dimethylallyl acetate|3-Methyl-2-butenyl acetate|Isopent-2-enyl acetate|3-methylbut-2-enyl acetate|Dimethylallyl acetate|2-Buten-1-ol, 3-methyl-, 1-acetate|2-BUTEN-1-OL, 3-METHYL-, ACETATE|3-Methyl-2-buten-1-ol, acetate",,Prenyl Acetate from PerfumersWorld,"{'PerfumersWorld': '1191-16-8', 'MySkinRecipes': '1191-16-8'}",https://www.perfumersworld.com/view.php?pro_id=3FG00387
WIP_VERIFIED,Verdox,88-41-5,62334,2-tert-Butylcyclohexyl acetate,88-41-5,"2-tert-Butylcyclohexyl acetate|88-41-5|o-tert-Butylcyclohexyl acetate|Verdox|2-t-Butylcyclohexyl acetate|Grumex|2-tert-Butylcyclohexanol acetate|o-t-Butylcyclohexyl acetate|1-Acetoxy-2-tert-butylcyclohexane|2-(1,1-Dimethylethyl)cyclohexanol acetate",,Verdox from PerfumersWorld,"{'PerfumersWorld': '88-41-5', 'MySkinRecipes': '88-41-5'}",https://www.perfumersworld.com/view.php?pro_id=3FG00463
WIP_VERIFIED,Berry Hexanoate,104986-28-9,113640,Ethyl 6-acetoxyhexanoate,104986-28-9,"104986-28-9|Ethyl 6-acetoxyhexanoate|Hexanoic acid, 6-(acetyloxy)-, ethyl ester|ethyl 6-(acetyloxy)hexanoate|Berryflor|1OAQ63V3NJ|DTXSID9051531|RefChem:595892|DTXCID0030083|412-930-8",,Berry Hexanoate (BerryFlor) from PerfumersWorld,"{'PerfumersWorld': '104986-28-9', 'MySkinRecipes': '104986-28-9'}",https://www.perfumersworld.com/view.php?pro_id=3FG19149
WIP_VERIFIED,Helional,1205-17-0,64805,"3-(3,4-Methylenedioxyphenyl)-2-methylpropanal",1205-17-0,"1205-17-0|Helional|2-Methyl-3-(3,4-Methylenedioxyphenyl)Propanal|2-Methyl-3-(3,4-methylenedioxyphenyl)propionaldehyde|Tropional|Heliobouquet|Helipropanal|3-(3,4-methylenedioxyphenyl)-2-methylpropanal|ocean propanal|1,3-Benzodioxole-5-propanal, .alpha.-methyl-",,Helional from PerfumersWorld,"{'PerfumersWorld': '1205-17-0', 'MySkinRecipes': '1205-17-0'}",https://www.perfumersworld.com/view.php?pro_id=3GM00219
WIP_VERIFIED,Phenyl Propyl Alcohol,122-97-4,31234,Benzenepropanol,93842-54-7|1335-12-2|122-97-4,"3-PHENYL-1-PROPANOL|3-Phenylpropan-1-ol|122-97-4|Benzenepropanol|3-Phenylpropanol|3-Phenylpropyl alcohol|Hydrocinnamic alcohol|3-Benzenepropanol|1-Propanol, 3-phenyl-|3-Phenyl-n-propanol",,Phenyl Propyl Alcohol from PerfumersWorld,"{'PerfumersWorld': '122-97-4', 'MySkinRecipes': '122-97-4'}",https://www.perfumersworld.com/view.php?pro_id=3GN00379
WIP_VERIFIED,Beta Ionone,14901-07-6,638014,I2-Ionone,79-77-6|14901-07-6|85949-43-5,"BETA-IONONE|(E)-beta-Ionone|trans-beta-Ionone|(3E)-4-(2,6,6-trimethylcyclohex-1-en-1-yl)but-3-en-2-one|(E)-4-(2,6,6-trimethylcyclohexen-1-yl)but-3-en-2-one|4-(2,6,6-Trimethyl-1-cyclohexenyl)-3-buten-2-one|FEMA No. 2595|A7NRR1HLH6|(E)-4-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-3-buten-2-one|DTXSID4021769",,Beta Ionone from PerfumersWorld,"{'PerfumersWorld': '79-77-6', 'SimpleScentsDIY': '14901-07-6'}",https://www.perfumersworld.com/view.php?pro_id=3IF00238
WIP_DISCREPANCY,Benzyl Acetate,0140-11-4,8785,Benzyl acetate,140-11-4,"BENZYL ACETATE|140-11-4|Acetic acid benzyl ester|Phenylmethyl acetate|Acetic acid, phenylmethyl ester|Benzyl ethanoate|Acetic acid, benzyl ester|Phenylmethyl ethanoate|alpha-Acetoxytoluene|(Acetoxymethyl)benzene",WIP CAS 0140-11-4 not in PubChem ['140-11-4'],Benzyl Acetate from PerfumersWorld,"{'PerfumersWorld': '140-11-4', 'MySkinRecipes': ''}",https://www.perfumersworld.com/view.php?pro_id=3JF00052
WIP_VERIFIED,Benzyl Propionate,122-63-4,31219,Benzyl propionate,122-63-4,"BENZYL PROPIONATE|Benzyl propanoate|Propanoic acid, phenylmethyl ester|Propionic acid, benzyl ester|Phenylmethyl propanoate|Phenylmethyl propionate|Benzyl propionate (natrual)|FEMA No. 2150|Benzyl n-propionate|enzyl n-propionate",,Benzyl Propionate from PerfumersWorld,"{'PerfumersWorld': '122-63-4', 'MySkinRecipes': '122-63-4'}",https://www.perfumersworld.com/view.php?pro_id=3JF00059
WIP_VERIFIED,Hedione,24851-98-7,102861,Hedione,24851-98-7,"Methyl dihydrojasmonate|24851-98-7|methyl 2-(3-oxo-2-pentylcyclopentyl)acetate|Hedione|Kharismal|Cyclopentaneacetic acid, 3-oxo-2-pentyl-, methyl ester|Methyl (2-pentyl-3-oxocyclopentyl)acetate|Methyl (3-oxo-2-pentylcyclopentyl)acetate|FEMA No. 3408|3GW44CIE3Y",,Hedione from PerfumersWorld,"{'PerfumersWorld': '24851-98-7', 'MySkinRecipes': ''}",https://www.perfumersworld.com/view.php?pro_id=3JJ00218
WIP_VERIFIED,Terpinolene,586-62-9,11463,Terpinolene,586-62-9,"TERPINOLENE|586-62-9|Isoterpinene|Terpinolen|alpha-Terpinolene|4-Isopropylidene-1-methylcyclohexene|p-Mentha-1,4(8)-diene|1,4(8)-p-Menthadiene|Nofmer TP|Tereben",,Terpinolene from PerfumersWorld,"{'PerfumersWorld': '586-62-9', 'MySkinRecipes': ''}",https://www.perfumersworld.com/view.php?pro_id=3KC00431
WIP_VERIFIED,Terpineol,8000-41-7,17100,Alpha-Terpineol,10482-56-1|98-55-5|8000-41-7|68797-63-7|8006-39-1,alpha-TERPINEOL|98-55-5|2-(4-methylcyclohex-3-en-1-yl)propan-2-ol|p-Menth-1-en-8-ol|1-p-Menthen-8-ol|Terpineol 350|alpha-Terpinenol|Terpenol|1-Menthene-8-ol|Terpineol schlechthin,,Terpineol from PerfumersWorld,"{'PerfumersWorld': '8000-41-7', 'SimpleScentsDIY': '8000-41-7'}",https://www.perfumersworld.com/view.php?pro_id=3KK05584
WIP_VERIFIED,Nopyl Acetate,128-51-8,929336,Nopyl acetate,128-51-8|35836-72-7,"(-)-Nopyl acetate|Nopyl acetate, (-)-|Citroviol|35836-72-7|Nopol acetate|F361JE87ST|OTX3UCY28V|2-Norpinene-2-ethanol, 6,6-dimethyl-, acetate|EC 800-940-9|Bicyclo(3.1.1)hept-2-ene-2-ethanol, 6,6-dimethyl-, 2-acetate, (1R,5S)-",,Nopyl Acetate from PerfumersWorld,"{'PerfumersWorld': '128-51-8', 'MySkinRecipes': '128-51-8'}",https://www.perfumersworld.com/view.php?pro_id=3LA00326
WIP_VERIFIED,Menthyl Acetate,89-48-5,27867,Menthyl acetate,16409-45-3|2230-87-7|89-48-5|2552-91-2|2623-23-6|29066-34-0,"Menthyl acetate|16409-45-3|Menthol, acetate|Menthyl acetate racemic|Cyclohexanol, 5-methyl-2-(1-methylethyl)-, acetate|Acetic acid, p-menth-3-yl ester, dl-|DTXSID20859153|RefChem:1088940|DTXCID30210413|Cyclohexanol, 5-methyl-2-(1-methylethyl)-, acetate, (1alpha,2beta,5alpha)-",,Menthyl Acetate from PerfumersWorld,"{'PerfumersWorld': '16409-45-3', 'MySkinRecipes': '2623-23-6'}",https://www.perfumersworld.com/view.php?pro_id=3LB00292
SUPPLIER_MISMATCH,Methyl,57-55-6,1030,Propylene Glycol,63625-56-9|25322-68-3|57-55-6,"propylene glycol|1,2-propanediol|propane-1,2-diol|57-55-6|1,2-Propylene glycol|1,2-dihydroxypropane|2-Hydroxypropanol|Isopropylene glycol|Dowfrost|Sirlene",Supplier MySkinRecipes CAS 82356-51-2 error,Methyl (Z)-5-Octenoate (FEMA 4165),"{'MySkinRecipes': '82356-51-2', 'SimpleScentsDIY': ''}",https://www.myskinrecipes.com/shop/th/ungrouped/33698-methyl-z-5-octenoate-fema-4165.html
WIP_VERIFIED,Linalyl Propionate,144-39-8,61098,Linalyl propionate,144-39-8,"Linalyl propionate|144-39-8|Linalyl propanoate|3,7-dimethylocta-1,6-dien-3-yl propanoate|Linalool propionate|1,6-OCTADIEN-3-OL, 3,7-DIMETHYL-, PROPANOATE|Propionic acid, linalyl ester|1,6-Octadien-3-ol, 3,7-dimethyl-, propionate|FEMA No. 2645|1,6-Octadien-3-ol, 3,7-dimethyl-, 3-propanoate",,Linalyl Propionate from PerfumersWorld,"{'PerfumersWorld': '144-39-8', 'MySkinRecipes': '144-39-8'}",https://www.perfumersworld.com/view.php?pro_id=3LC12899
WIP_VERIFIED,Ethyl Linalyl Acetate,61931-80-4,43851,"3,7-Dimethylnona-1,6-dien-3-yl acetate",61931-80-4,"3,7-dimethylnona-1,6-dien-3-yl acetate|61931-80-4|SCHEMBL1472631|IVSZEHYDOLAREK-UHFFFAOYSA-N|NS00012621",,Ethyl Linalyl Acetate from PerfumersWorld,"{'PerfumersWorld': '61931-80-4', 'MySkinRecipes': '61931-80-4'}",https://www.perfumersworld.com/view.php?pro_id=3LC19147
