Status,Cleaned_Name,WIP_CAS,PubChem_CID,PubChem_Title,PubChem_CAS_All,PubChem_Synonyms_Top10,Audit_Notes,Original_Name,Supplier_CAS_Map,Product_URL
WIP_VERIFIED,Farnesyl Acetate,,94403,Farnesyl acetate,29548-30-9,"Farnesyl acetate|29548-30-9|3,7,11-Trimethyldodeca-2,6,10-trienyl acetate|UNII-2ARF3ZNJ1R|DTXSID2047222|EINECS 249-689-1|2ARF3ZNJ1R|NSC 132958|Farnesylacetate|AI3-33837",,Farnesyl Acetate,{'MySkinRecipes': '29548-30-9'},https://www.myskinrecipes.com/shop/th/green-พืช-ใบไม้เขียว/3652-farnesyl-acetate.html
WIP_VERIFIED,Apple Ketal,,80865,Ethyl acetoacetate ethyleneglycol ketal,6413-10-1,"6413-10-1|Fructone|1,3-Dioxolane-2-acetic acid, 2-methyl-, ethyl ester|Ethyl 2-methyl-1,3-dioxolane-2-acetate|Ethyl acetoacetate ethylene ketal|Ethyl acetoacetate 3-ethylene acetal|Ethyl 3-oxobutyrate ethylene ketal|APPLINAL|Ethyl acetoacetate ethyleneglycol ketal|G5EXI4NID0",,Apple Ketal (Fructone),{'MySkinRecipes': '6413-10-1'},https://www.myskinrecipes.com/shop/th/fruit-ผลไม้/3306-apple-ketal-fructone.html
WIP_VERIFIED,3-Mercapto-2-Butanone,,38679,3-Mercapto-2-butanone,40789-98-8,"3-Mercapto-2-butanone|40789-98-8|2-Mercapto-3-butanone|3-sulfanylbutan-2-one|2-BUTANONE, 3-MERCAPTO-|FEMA No. 3298|Mercapto-3 butanone-2|BRN 1737689|Mercapto-3 butanone-2 [French]|EINECS 255-082-2",,3-Mercapto-2-Butanone (FEMA 3298),{'MySkinRecipes': '40789-98-8'},https://www.myskinrecipes.com/shop/th/ungrouped/32473-3-mercapto-2-butanone-fema-3298.html
WIP_VERIFIED,Hyacinth Acetals,,21895,"2-(Phenylmethyl)-1,3-dioxolane-4-methanol",29895-73-6|5694-72-4,"5694-72-4|1,3-Dioxolane-4-methanol, 2-(phenylmethyl)-|4-Hydroxymethyl-2-benzyl-1,3-dioxolane|1,3-DIOXOLANE-4-METHANOL, 2-BENZYL-|BD92587FZX|2-(Phenylmethyl)-1,3-Dioxolane-4-methanol|DTXSID201014563|FEMA NO. 2877, 1,3-DIOXOLANE-|RefChem:1061982|DTXCID0030538",,Hyacinth Acetals,{'MySkinRecipes': '29895-73-6'},https://www.myskinrecipes.com/shop/th/green-พืช-ใบไม้เขียว/3654-hyacinth-acetals.html
WIP_VERIFIED,Filbert Pyrazine,,27457,2-Ethyl-3-Methylpyrazine,15707-23-0,"2-ETHYL-3-METHYLPYRAZINE|Pyrazine, 2-ethyl-3-methyl-|2-Methyl-3-ethylpyrazine|FEMA No. 3155|DTXSID4047464|2-Ethyl-3-methylpyrazine, 9CI|BRN 0956775|EINECS 239-799-8|UNII-9GF35MK66U|9GF35MK66U",,Filbert Pyrazine,{'MySkinRecipes': '15707-23-0'},https://www.myskinrecipes.com/shop/th/edible-อาหาร/3572-filbert-pyrazine.html
WIP_VERIFIED,2-Mercapto-3-Butanol,,641834,"rel-(2R,3S)-3-Mercapto-2-butanol",37887-04-0|846047-53-8,"REL-(2R,3S)-3-MERCAPTO-2-BUTANOL|DTXSID401301916|RefChem:879124|DTXCID501731994|37887-04-0|(2R,3S)-3-Mercaptobutan-2-ol|(2R,3S)-3-sulfanylbutan-2-ol|rel-(2R,3S)-3-Mercaptobutan-2-ol|846047-53-8|RS926BK5UU",,2-Mercapto-3-Butanol (FEMA 3502),{'MySkinRecipes': '37887-04-0'},https://www.myskinrecipes.com/shop/th/ungrouped/32474-2-mercapto-3-butanol-fema-3502.html
WIP_VERIFIED,5-Methyl-2-Acetyl Furan,,14514,2-Acetyl-5-Methylfuran,1193-79-9,"2-ACETYL-5-METHYLFURAN|1193-79-9|1-(5-methylfuran-2-yl)ethanone|1-(5-Methyl-2-furyl)ethanone|Ethanone, 1-(5-methyl-2-furanyl)-|5-Methyl-2-furylmethylketone|1-(5-Methyl-2-furanyl)ethanone|1-(5-Methyl-2-furyl)ethan-1-one|Furan, 2-acetyl-5-methyl-|Methyl 5-methyl-2-furyl ketone",,5-Methyl-2-Acetyl Furan (FEMA 3609),{'MySkinRecipes': '1193-79-9'},https://www.myskinrecipes.com/shop/th/edible-อาหาร/32393-5-methyl-2-acetyl-furan-fema-3609.html
WIP_VERIFIED,Diphenyl Methane,,7580,Diphenylmethane,101-81-5,"Diphenylmethane|101-81-5|Benzylbenzene|Ditan|Benzene, 1,1'-methylenebis-|Ditane|Diphenyl methane|Methane, diphenyl-|1,1'-Dimethylenebis(benzene)|Benzene, (phenylmethyl)-",,Diphenyl Methane,{'MySkinRecipes': '101-81-5'},https://www.myskinrecipes.com/shop/th/green-พืช-ใบไม้เขียว/3475-diphenyl-methane.html
WIP_VERIFIED,"Melon Heptenal-2,6-Dimethyl-5-Heptenal",,61016,"(+-)-2,6-Dimethyl-5-heptenal",106-72-9,"2,6-Dimethyl-5-heptenal|2,6-Dimethylhept-5-enal|106-72-9|Melonal|5-HEPTENAL, 2,6-DIMETHYL-|FEMA No. 2389|2,6-Dimethylhept-5-en-1-al|DTXSID8044753|dimethyl heptenal|MELOMOR",,"Melon Heptenal-2,6-Dimethyl-5-Heptenal (FEMA 2389)",{'MySkinRecipes': '106-72-9'},https://www.myskinrecipes.com/shop/th/fruit-ผลไม้/3308-melon-heptenal-26-dimethyl-5-heptenal-fema-2389-.html
WIP_VERIFIED,"3,5-Dimethyl-2-Hydroxy-2-Cyclopentenyl-1-one",,61634,"3,5-Dimethyl-1,2-cyclopentanedione",13494-07-0|8028-89-5,"13494-07-0|3,5-Dimethyl-1,2-cyclopentanedione|3,5-Dimethylcyclopentane-1,2-dione|3,5-Dimethyl-1,2-cyclopentadione|1,2-Cyclopentanedione, 3,5-dimethyl-|DTXSID0047660|DTXCID8027660|FEMA 3269|EINECS 236-811-3|UNII-DV18V4XD6W",,"3,5-Dimethyl-2-Hydroxy-2-Cyclopentenyl-1-one (FEMA 3269)",{'MySkinRecipes': '13494-07-0'},https://www.myskinrecipes.com/shop/th/ungrouped/32481-35-dimethyl-2-hydroxy-2-cyclopentenyl-1-one-fema-3269.html
WIP_VERIFIED,Difurfuryl Disulfide,,20499,"2,2'-(Dithiodimethylene)difuran",4437-20-1,"DIFURFURYL DISULFIDE|Furfuryl disulfide|Furan, 2,2'-[dithiobis(methylene)]bis-|2,2'-(Dithiodimethylene)difuran|2-Furfuryl disulfide|coffee difuran|Bis(2-furfuryl)disulfide|Bis(2-furfuryl) disulfide|FEMA No. 3146|2,2'-(thiodimethylene)-difuran",,Difurfuryl Disulfide (FEMA 3146),{'MySkinRecipes': '4437-20-1'},https://www.myskinrecipes.com/shop/th/edible-อาหาร/32431-difurfuryl-disulfide-fema-3146-.html
WIP_VERIFIED,"Ivy Dioxolane, Glycolierral",,111418,"1,3-Dioxolane, 2-[6-methyl-8-(1-methylethyl)bicyclo[2.2.2]oct-5-en-2-yl]-",68901-32-6,"EINECS 272-669-9|2-[8-Isopropyl-6-methylbicyclo[2.2.2]oct-5-en-2-yl]-1,3-dioxolane|DTXSID4052427|1,3-Dioxolane, 2-(6-methyl-8-(1-methylethyl)bicyclo(2.2.2)oct-5-en-2-yl)-|1,3-Dioxolane, 2-[6-methyl-8-(1-methylethyl)bicyclo[2.2.2]oct-5-en-2-yl]-|2-(8-Isopropyl-6-methylbicyclo(2.2.2)oct-5-en-2-yl)-1,3-dioxolane|RefChem:414885|DTXCID1030999|272-669-9|68901-32-6",,"Ivy Dioxolane, Glycolierral",{'MySkinRecipes': '68901-32-6'},https://www.myskinrecipes.com/shop/th/green-พืช-ใบไม้เขียว/3827-ivy-dioxolane.html
WIP_VERIFIED,Pyrazine,,9261,Pyrazine,290-37-9,"PYRAZINE|290-37-9|1,4-Diazine|p-Diazine|Paradiazine|Piazine|1,4-Diazabenzene|pyrazin|MFCD00006122|1,4-Diazin",,Pyrazine (FEMA 4015),{'MySkinRecipes': '290-37-9'},https://www.myskinrecipes.com/shop/th/edible-อาหาร/32391-pyrazinefema-4015.html
WIP_VERIFIED,Galbanum Decatriene,,61832,"1,3,5-Undecatriene",16356-11-9,"undeca-1,3,5-triene|16356-11-9|DTXSID9047546|FEMA No. 3795|PWB1EM60KN|DTXCID7027546|RefChem:1052607|240-416-1|1,3,5-Undecatriene|n-undecatriene",,Galbanum Decatriene (FEMA 3795),{'MySkinRecipes': '16356-11-9'},https://www.myskinrecipes.com/shop/th/green-พืช-ใบไม้เขียว/3581-galbanum-decatriene-fema-3795.html
WIP_VERIFIED,Ethyl 2-Methylsulfanylacetate,,78199,Ethyl (methylthio)acetate,4455-13-4,"Ethyl (methylthio)acetate|4455-13-4|Ethyl 2-(methylthio)acetate|Acetic acid, (methylthio)-, ethyl ester|Ethyl 2-(methylthio)-acetate|ethyl 2-(methylsulfanyl)acetate|6148QQN25T|Ethyl 2-methylthioacetate|EINECS 224-700-2|NSC-165655",,Ethyl 2-Methylsulfanylacetate (FEMA 3835),{'MySkinRecipes': '4455-13-4'},https://www.myskinrecipes.com/shop/th/ungrouped/32483-ethyl-2-methylsulfanylacetate-fema-3835.html
WIP_VERIFIED,23-Diethyl-5-Methylpyrazine,,28905,"2,3-Diethyl-5-Methylpyrazine",18138-04-0,"2,3-DIETHYL-5-METHYLPYRAZINE|Pyrazine, 2,3-diethyl-5-methyl-|hazelnut pyrazine|5-Methyl-2,3-diethylpyrazine|2,3-Diethyl-6-methylpyrazine|FEMA No. 3336|UNII-530763R0AP|EINECS 242-024-6|530763R0AP|DTXSID6066317",,23-Diethyl-5-Methylpyrazine (FEMA 3336),{'MySkinRecipes': '18138-04-0'},https://www.myskinrecipes.com/shop/th/edible-อาหาร/32396-23-diethyl-5-methylpyrazine-fema-3336.html
PROPRIETARY_MIXTURE,Cassis,,,,,,,Cassis Base,{'MySkinRecipes': ''},https://www.myskinrecipes.com/shop/th/green-พืช-ใบไม้เขียว/4072-cassis-specialty.html
WIP_VERIFIED,Citral Diethyl Acetal,,5365794,Citral diethyl acetal,89553-30-0|7492-66-2,"1,1-Diethoxy-3,7-dimethylocta-2,6-diene|CITRAL DIETHYL ACETAL|7492-66-2|citral diethylacetal|3,7-Dimethyl-2,6-octadienal diethyl acetal|2,6-Octadiene, 1,1-diethoxy-3,7-dimethyl-|FEMA No. 2304|CCRIS 4600|EINECS 231-323-7|2,6-Octadienal, 3,7-dimethyl-, diethyl acetal",,Citral Diethyl Acetal (FEMA 2304),{'MySkinRecipes': '7492-66-2'},https://www.myskinrecipes.com/shop/th/green-พืช-ใบไม้เขียว/33773-citral-diethyl-acetal-fema-2304.html
WIP_VERIFIED,4-Methyl-4-Methylthio-2-Pentanone,,4682590,4-Methyl-4-(methylthio)-2-pentanone,23550-40-5,"23550-40-5|4-Methylthio-4-methyl-2-pentanone|2-Pentanone, 4-methyl-4-(methylthio)-|4-Methyl-4-(methylthio)-2-pentanone|4-Methyl-4-(methylthio)pentan-2-one|cassis pentanone|FEMA No. 3376|4-(Methylthio)-4-methyl-2-pentanone|4-methyl-4-(methylsulfanyl)pentan-2-one|4-Methylmercapto-4-methylpentan-2-one",,4-Methyl-4-Methylthio-2-Pentanone (FEMA 3376),{'MySkinRecipes': '23550-40-5'},https://www.myskinrecipes.com/shop/th/ungrouped/32490-4-methyl-4-methylthio-2-pentanone-fema-3376.html
WIP_VERIFIED,3-Methyl-2-Butanethiol,,519823,3-Methyl-2-butanethiol,2084-18-6,"3-Methyl-2-butanethiol|3-Methylbutane-2-thiol|2-Butanethiol, 3-methyl-|3-methyl-2-butane thiol|FEMA No. 3304|3-Methyl-2-butylthiol|EINECS 218-223-9|JE3PR84J0B|UNII-JE3PR84J0B|DTXSID40862826",,3-Methyl-2-Butanethiol (FEMA 3304),{'MySkinRecipes': '2084-18-6'},https://www.myskinrecipes.com/shop/th/edible-อาหาร/32485-3-methyl-2-butanethiol-fema-3304.html
WIP_VERIFIED,Butyl Acetate,,31272,Butyl Acetate,123-86-4,"Butyl acetate|123-86-4|N-BUTYL ACETATE|Acetic acid, butyl ester|Butyl ethanoate|1-Butyl acetate|Acetic Acid Butyl Ester|n-Butyl ethanoate|Butylacetat|Acetate de butyle",,Butyl Acetate (FEMA 2174),{'MySkinRecipes': '123-86-4'},https://www.myskinrecipes.com/shop/th/fruit-ผลไม้/3312-butyl-acetate-fema-2174.html
WIP_VERIFIED,Furfuryl Propionate,,61166,Furfuryl propionate,623-19-8,"Furfuryl propionate|623-19-8|Furfuryl propanoate|Furfuryl alcohol, propionate|2-FURANMETHANOL, PROPANOATE|2-Furanmethyl propionate|2-Furanmethyl propanoate|2-Furanmethanol, 2-propanoate|FEMA No. 3346|EY0D04ABR5",,Furfuryl Propionate (FEMA 3346),{'MySkinRecipes': '623-19-8'},https://www.myskinrecipes.com/shop/th/ungrouped/32491-furfuryl-propionate-fema-3346.html
WIP_VERIFIED,4-Methyl-4-Mercapto-2-Pentanone,,88290,4-Mercapto-4-methyl-2-Pentanone,19872-52-7,"19872-52-7|4-Mercapto-4-methyl-2-pentanone|4-Mercapto-4-methylpentan-2-one|4-methyl-4-sulfanylpentan-2-one|2-Pentanone, 4-mercapto-4-methyl-|4-methyl-4-mercapto-2-pentanone|9524RG5ZQL|DTXSID8051839|FEMA NO. 3997|CHEBI:77856",,4-Methyl-4-Mercapto-2-Pentanone (FEMA 3997),{'MySkinRecipes': '19872-52-7'},https://www.myskinrecipes.com/shop/th/edible-อาหาร/32489-4-methyl-4-mercapto-2-pentanone-fema-3997.html
WIP_VERIFIED,Allyl Hexanoate Allyl Caproate,,31266,Allyl caproate,123-68-2,"Allyl hexanoate|123-68-2|Allyl caproate|Hexanoic acid, allyl ester|prop-2-enyl hexanoate|FEMA No. 2032|3VH84A363D|NSC-20962|DTXSID1047653|RefChem:110871",,Allyl Hexanoate Allyl Caproate (FEMA 2032),{'MySkinRecipes': '123-68-2'},https://www.myskinrecipes.com/shop/th/fruit-ผลไม้/3313-allyl-hexanoate-allyl-caproate-fema-2032.html
WIP_VERIFIED,4-Methyl-4-Furfurylthio-2-Pentanone,,3025939,4-Furfurylthio-2-pentanone,180031-78-1,4-Furfurylthio-2-pentanone|4-[(2-Furanylmethyl)thio]-2-pentanone|4-((2-Furanmethyl)thio)-2-pentanone|FEMA No. 3840|W5N093JFRP|4-((2-Furanmethyl)thio)pentan-2-one|4-(Furan-2-ylmethylsulfanyl)pentane-2-one|4-((2-Furanmethyl)thio]-2-pentanone [FIFH]|4-[(2-Furanmethyl)thio]-2-pentanone|4-[(FURAN-2-YLMETHYL)SULFANYL]PENTAN-2-ONE,,4-Methyl-4-Furfurylthio-2-Pentanone (FEMA 3840),{'MySkinRecipes': '180031-78-1'},https://www.myskinrecipes.com/shop/th/ungrouped/32492-4-methyl-4-furfurylthio-2-pentanone-fema-3840.html
WIP_VERIFIED,2-Methyl-3-Methylthio Furan,,526618,2-Methyl-3-(methylthio)furan,63012-97-5,"2-methyl-3-(methylthio)furan|63012-97-5|2-Methyl-3-methylthiofuran|furan, 2-methyl-3-(methylthio)-|2-methyl-3-(methylsulfanyl)furan|2-Methyl-3-thiomethylfuran|FEMA no. 3949|2-Methyl-3-(methylthio)furan [FHFI]|M46N02LDL4|DTXSID50212237",,2-Methyl-3-Methylthio Furan (FEMA 3949),{'MySkinRecipes': '63012-97-5'},https://www.myskinrecipes.com/shop/th/edible-อาหาร/32430-2-methyl-3-methylthio-furan-fema-3949-.html
WIP_VERIFIED,Ethyl Hexanoate Ethyl Caproate,,31265,Ethyl hexanoate,123-66-0,"ETHYL HEXANOATE|Ethyl caproate|123-66-0|Hexanoic acid, ethyl ester|Hexanoic Acid Ethyl Ester|Ethyl hexoate|Ethyl hexanoate (caproate)|FEMA No. 2439|DTXSID3021980|FLO6YR1SHT",,Ethyl Hexanoate Ethyl Caproate (FEMA 2439),{'MySkinRecipes': '123-66-0'},https://www.myskinrecipes.com/shop/th/fruit-ผลไม้/3314-ethyl-hexanoate-ethyl-caproate-fema-2439.html
WIP_VERIFIED,Ethyl Thiopropionate,,75513,S-Ethyl propanethioate,2432-42-0,"2432-42-0|S-Ethyl propanethioate|Ethyl propanethioate|Propanethioic acid, S-ethyl ester|EINECS 219-405-0|DTXSID00179063|NSC 159051|RefChem:884226|DTXCID30101554|219-405-0",,Ethyl Thiopropionate,{'MySkinRecipes': '2432-42-0'},https://www.myskinrecipes.com/shop/th/ungrouped/32495-ethyl-thiopropionate.html
WIP_VERIFIED,Difurfuryl Sulfide,,61659,Difurfuryl sulfide,13678-67-6,"Difurfuryl sulfide|13678-67-6|Furfuryl sulfide|Furan, 2,2'-[thiobis(methylene)]bis-|2-Furfuryl monosulfide|Bis(2-furfuryl) sulfide|FEMA No. 3238|2,2-(Thiodimethylene)-difuran|2,2'-(Thiodimethylene) difuran|2,2'-(Thiobis(methylene))bisfuran",,Difurfuryl Sulfide (FEMA 3238),{'MySkinRecipes': '13678-67-6'},https://www.myskinrecipes.com/shop/th/edible-อาหาร/32432-difurfuryl-sulfide-fema-3238-.html
WIP_VERIFIED,Isoamyl Alcohol,,31260,Isoamyl Alcohol,123-51-3|50858-14-5|6423-06-9,"Isoamyl alcohol|3-Methyl-1-butanol|Isopentyl alcohol|123-51-3|3-Methylbutan-1-ol|Isopentanol|3-Methylbutanol|1-Butanol, 3-methyl-|Isoamylol|Isobutylcarbinol",,Isoamyl Alcohol,{'MySkinRecipes': '123-51-3'},https://www.myskinrecipes.com/shop/th/fruit-ผลไม้/3315-isoamyl-alcohol.html
WIP_VERIFIED,3-Methylthio Propyl Acetate,,85519,3-(Methylthio)propyl acetate,16630-55-0,"3-(Methylthio)propyl acetate|16630-55-0|1-Propanol, 3-(methylthio)-, acetate|1-Propanol, 3-(methylthio)-, 1-acetate|IGN6YR3CJE|methionyl acetate|Acetic Acid 3-(Methylthio)propyl Ester|EINECS 240-679-2|FEMA NO. 3883|DTXSID90168087",,3-Methylthio Propyl Acetate (FEMA 3883),{'MySkinRecipes': '16630-55-0'},https://www.myskinrecipes.com/shop/th/ungrouped/32500-3-methylthio-propyl-acetate-fema-3883.html
WIP_VERIFIED,Propionaldehyde,,527,Propanal,123-38-6,Propionaldehyde|propanal|123-38-6|Propanaldehyde|Propylaldehyde|Propaldehyde|Methylacetaldehyde|n-Propanal|Propional|Propionic aldehyde,,Propionaldehyde (FEMA 2923),{'MySkinRecipes': '123-38-6'},https://www.myskinrecipes.com/shop/th/fruit-ผลไม้/3316-propionaldehyde-fema-2923.html
WIP_VERIFIED,Methyl Thioacetate,,73750,S-Methyl thioacetate,1534-08-3,"S-Methyl thioacetate|1534-08-3|S-Methyl ethanethioate|Ethanethioic acid, S-methyl ester|Methylthioacetate|1-(methylsulfanyl)ethan-1-one|PF2D4MWX79|DTXSID3073264|FEMA NO. 3876|CHEBI:51280",,Methyl Thioacetate (FEMA 3876),{'MySkinRecipes': '1534-08-3'},https://www.myskinrecipes.com/shop/th/ungrouped/32503-methyl-thioacetate-fema-3876.html
WIP_VERIFIED,Furfuryl thiopropionate,,62143,Furfuryl thiopropionate,59020-85-8,"Furfuryl thiopropionate|59020-85-8|S-Furfuryl thiopropionate|Propanethioic acid, S-(2-furanylmethyl) ester|S-Furfuryl propanethioate|Furfurylthiol propionate|S-(2-Furanylmethyl) propanethioate|S-(2-Furylmethyl) propanethioate|FEMA No. 3347|U05MDN4A54",,Furfuryl thiopropionate (FEMA 3347),{'MySkinRecipes': '59020-85-8'},https://www.myskinrecipes.com/shop/th/edible-อาหาร/32469-furfuryl-thiopropionate-fema-3347.html
WIP_VERIFIED,Diethyl Succinate,,31249,Diethyl Succinate,123-25-1,"DIETHYL SUCCINATE|123-25-1|Diethyl butanedioate|Ethyl succinate|Butanedioic acid, diethyl ester|Succinic acid diethyl ester|1,4-diethyl butanedioate|Butanedioic acid, 1,4-diethyl ester|Succinic acid, diethyl ester|FEMA No. 2377",,Diethyl Succinate (FEMA 2377),{'MySkinRecipes': '123-25-1'},https://www.myskinrecipes.com/shop/th/fruit-ผลไม้/3317-diethyl-succinate-fema-2377.html
WIP_DISCREPANCY,2-Methyl-35-6-Furfurylthio Pyrazine,,101003,2-Methyl-3-(furfurylthio)pyrazine,59035-98-2|59303-07-0,"2-Furfurylthio-3-methylpyrazine|2-Methyl-3-(furfurylthio)pyrazine|Pyrazine, 2-[(2-furanylmethyl)thio]-3-methyl-|HNN0V366HI|2-(2-furylmethylsulfanyl)-3-methyl-pyrazine|EINECS 261-690-9|Pyrazine, 2-((2-furanylmethyl)thio)-3-methyl-|2-[(furan-2-ylmethyl)sulfanyl]-3-methylpyrazine|FEMA NO. 3189, 3-(FURFURYLTHIO)-|FURFURYL 2-METHYL-3-PYRAZINYL SULFIDE",,2-Methyl-35-6-Furfurylthio Pyrazine (FEMA 3189),{'MySkinRecipes': '65530-53-2'},https://www.myskinrecipes.com/shop/th/edible-อาหาร/32400-2-methyl-35-6-furfurylthio-pyrazine-fema-3189.html
WIP_VERIFIED,"2,4-Nonadienal",,23203,"Nona-2,4-dienal",30551-17-8|6750-03-4,"nona-2,4-dienal|n-Nona-2,4-dienal|DTXSID70944265|RefChem:166406|DTXCID0027220|6750-03-4|ZHHYXNZJDGDGPJ-BSWSSELBSA-N|ZHHYXNZJDGDGPJ-UHFFFAOYSA-N|Nonadienal|2,4-NONADIENAL",,"2,4-Nonadienal (FEMA 3212)",{'MySkinRecipes': '6750-03-4'},https://www.myskinrecipes.com/shop/th/green-พืช-ใบไม้เขียว/3467-24-nonadienal-fema-3212.html
WIP_VERIFIED,S-Furfuryl thioformate,,62144,Furfuryl mercaptan formate,59020-90-5,"59020-90-5|2-Furanmethanethiol formate|S-Furfuryl Thioformate|S-(2-Furanylmethyl) methanethioate|Furfurylthiol formate|Furfuryl mercaptan formate|S-(2-Furylmethyl) methanethioate|Methanethioic acid, S-(2-furanylmethyl) ester|FEMA No. 3158|3-(2-Furanylmethyl) methanethioate",,S-Furfuryl thioformate (FEMA 3158),{'MySkinRecipes': '59020-90-5'},https://www.myskinrecipes.com/shop/th/edible-อาหาร/32468-s-furfuryl-thioformate-fema-3158.html
WIP_VERIFIED,Ethyl (E)-2-Hexenoate,,5364778,Ethyl trans-2-hexenoate,1552-67-6|27829-72-7,"27829-72-7|Ethyl trans-2-hexenoate|Ethyl 2-hexenoate|ethyl (E)-hex-2-enoate|2-Hexenoic acid, ethyl ester, (2E)-|Ethyl (E)-2-hexenoate|2-Hexenoic acid, ethyl ester|Ethyl 2E-hexenoate|Ethyl E-hex-2-enoate|(2E)-2-Hexenoic Acid Ethyl Ester",,Ethyl (E)-2-Hexenoate,{'MySkinRecipes': '27829-72-7'},https://www.myskinrecipes.com/shop/th/green-พืช-ใบไม้เขียว/33648-ethyl-e-2-hexenoate.html
WIP_VERIFIED,N Furfuryl Pyrrole,,15037,1-Furfurylpyrrole,1438-94-4,"1-FURFURYLPYRROLE|1438-94-4|1-(Furan-2-ylmethyl)-1H-pyrrole|N-Furfurylpyrrole|1H-Pyrrole, 1-(2-furanylmethyl)-|1-(2-Furanylmethyl)-1H-pyrrole|N-Furfuryl pyrrole|1-Furfuryl-1H-pyrrole|N-(2-Furfuryl)pyrrole|Pyrrole, 1-furfuryl-",,N Furfuryl Pyrrole (FEMA 3284),{'MySkinRecipes': '1438-94-4'},https://www.myskinrecipes.com/shop/th/edible-อาหาร/32450-n-furfuryl-pyrrole-fema-3284.html
WIP_VERIFIED,2-Methyl Butyric Acid,,8314,2-Methylbutanoic Acid,600-07-7|9007-16-3|151687-96-6|116-53-0,"2-Methylbutanoic acid|116-53-0|2-METHYLBUTYRIC ACID|DL-2-Methylbutyric acid|Butanoic acid, 2-methyl-|Ethylmethylacetic acid|Methylethylacetic acid|2-Methybutyric acid|alpha-Methylbutyric acid|FEMA No. 2695",,2-Methyl Butyric Acid (FEMA 2695),{'MySkinRecipes': '116-53-0'},https://www.myskinrecipes.com/shop/th/fruit-ผลไม้/3320-2-methyl-butyric-acid-fema-2695.html
WIP_VERIFIED,Hexyl 2-methylbutanoate,,24838,Hexyl 2-methylbutyrate,10032-15-2,"Hexyl 2-methylbutanoate|10032-15-2|Hexyl 2-methylbutyrate|Butanoic acid, 2-methyl-, hexyl ester|BUTYRIC ACID, 2-METHYL-, HEXYL ESTER|FEMA No. 3499|2-Methylbutanoic acid, n-hexyl ester|DTXSID4047599|Hexyl 2-methylbutanoate (natural)|EINECS 233-106-2",,Hexyl 2-methylbutanoate (FEMA-3499),{'MySkinRecipes': '10032-15-2'},https://www.myskinrecipes.com/shop/th/green-พืช-ใบไม้เขียว/33695-hexyl-2-methylbutanoate-fema-3499.html
WIP_VERIFIED,4-Acetoxy-25-Dimethyl-32h Furanone,,61334,"4-acetoxy-2,5-dimethyl-3(2H)-furanone",4166-20-5,"Furaneol acetate|4-ACETOXY-2,5-DIMETHYL-3(2H)-FURANONE|4-Acetoxy-2,5-dimethyl-3(2H)furanone|3(2H)-Furanone, 4-(acetyloxy)-2,5-dimethyl-|(2,5-dimethyl-4-oxofuran-3-yl) acetate|strawberry furanone acetate|2GV7TTS87D|4-(Acetyloxy)-2,5-dimethyl-3(2H)-furanone|4-Hydroxy-2,5-dimethyl-3(2H)-furanone acetate|3(2H)-Furanone, 4-hydroxy-2,5-dimethyl-, acetate",,4-Acetoxy-25-Dimethyl-32h Furanone (FEMA 3797),{'MySkinRecipes': '4166-20-5'},https://www.myskinrecipes.com/shop/th/ungrouped/32511-4-acetoxy-25-dimethyl-32h-furanone-fema-3797.html
WIP_VERIFIED,Furfuryl Methyl Sulfide,,518937,Furfuryl methyl sulfide,1438-91-1,"Furfuryl methyl sulfide|1438-91-1|2-((Methylthio)methyl)furan|Methyl furfuryl sulfide|2-Furfuryl methyl sulfide|Furan, 2-[(methylthio)methyl]-|2-[(methylthio)methyl]furan|FEMA No. 3160|Furan, 2-((methylthio)methyl)-|LMB8355W32",,Furfuryl Methyl Sulfide (FEMA 3160),{'MySkinRecipes': '1438-91-1'},https://www.myskinrecipes.com/shop/th/edible-อาหาร/32433-furfuryl-methyl-sulfide-fema-3160-.html
WIP_VERIFIED,1-Hexanol,,8103,1-Hexanol,25917-35-5|111-27-3,1-Hexanol|Hexyl alcohol|Hexan-1-ol|111-27-3|n-Hexanol|n-Hexyl alcohol|Amylcarbinol|1-Hydroxyhexane|Caproyl alcohol|1-Hexyl alcohol,,1-Hexanol,{'MySkinRecipes': '111-27-3'},https://www.myskinrecipes.com/shop/th/fruit-ผลไม้/3321-hexanol.html
WIP_VERIFIED,"2,6-Dimethylpyrazine",,7938,"2,6-Dimethylpyrazine",108-50-9,"2,6-DIMETHYLPYRAZINE|108-50-9|Pyrazine, 2,6-dimethyl-|3,5-Dimethylpyrazine|FEMA No. 3273|N77Q72C9I3|DTXSID5047619|RefChem:445751|DTXCID3027619|203-589-4",,"2,6-Dimethylpyrazine (FEMA 3273)",{'MySkinRecipes': '108-50-9'},https://www.myskinrecipes.com/shop/th/edible-อาหาร/33828-26-dimethylpyrazine-fema-3273.html
