Product_ID,Material_Name,CAS_Number,New CAS,Price_US/g,Notes,Is_Dilution,Active_Material,Solvent,Active_%
0ZZ00240,Isopropyl Palmitate (IPP) from PerfumersWorld,142-91-6,,0.11,,FALSE,,,
3GS16129,Ivybase from PerfumersWorld,Mixture,,0.52,,FALSE,,,
6JN18016,J-JASMIN F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.16,,FALSE,,,
6JN08956,J-Jasmine Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
6JN19189,JASMIN ABS F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.15,,FALSE,,,
6JL18251,JASMIN FRUIT F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.12,,FALSE,,,
3JF07351,Jasmin Lactone from PerfumersWorld,34686-71-0,,5.80,,FALSE,,,
8JN00254,Jasmine Absolute from PerfumersWorld,8022-96-6,,18.50,,FALSE,,,
5JN08464,Jasmine Absolute 10% in DPG from PerfumersWorld,"8022-96-6|0.1
25265-71-8|0.9",,1.90,,TRUE,Jasmine Absolute from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
5JN09617,Jasmine Absolute 10% in Palm Oil Fractionated from PerfumersWorld,8022-96-6|0.1,,1.95,,TRUE,Jasmine Absolute from PerfumersWorld,Palm Oil Fractionated from PerfumersWorld,0.1
6JN07720,Jasmine Absolute Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.26,,FALSE,,,
6JJ18250,JASMINE PETAL F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.12,,FALSE,,,
6JJ09085,Jasmine Petal Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
8JN00256,Jasmine Sambac Absolute from PerfumersWorld,91770-14-8,,11.00,,FALSE,,,
5JN08327,Jasmine Sambac Absolute 10% in DPG from PerfumersWorld,"91770-14-8|0.1
25265-71-8|0.9",,1.20,,TRUE,Jasmine Sambac Absolute from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6JN07707,Jasmine Sambac Blossoms from PerfumersWorld,Mixture (Perfume Base),,0.45,,FALSE,,,
4WX10027,Javanol from PerfumersWorld,198404-98-7,,2.16,,FALSE,,,
3JN00258,Jessemal Jasmonyl from PerfumersWorld,18871-14-2,,0.20,,FALSE,,,
0ZA01456,Jojoba Oil - Fixed Oil from PerfumersWorld,90045-98-0,,0.25,,FALSE,,,
7SL24626,Jungle Pepper Oil from PerfumersWorld,Not Found,,4.10,,FALSE,,,
7KH00262,Juniper Berry Essential Oil from PerfumersWorld,8012-91-7,,2.80,,FALSE,,,
5KH07869,Juniper Berry Essential Oil 10% in DPG from PerfumersWorld,"8012-91-7|0.1
25265-71-8|0.9",,0.35,,TRUE,Juniper Berry Essential Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6KL18017,K-KONIFER F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.14,,FALSE,,,
6KL11970,K-Konifer Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
4WU16857,Karanal from PerfumersWorld,117933-89-8,,0.87,,FALSE,,,
4WY07089,Kephalis from PerfumersWorld,36306-87-3,,0.57,,FALSE,,,
7CK24631,Key Lime Oil Egypt from PerfumersWorld,Not Found,,0.25,,FALSE,,,
4WI10591,Koavone from PerfumersWorld,81786-73-4,,0.18,,FALSE,,,
4BB00088,L-Carvone from PerfumersWorld,99-49-0,,0.22,,FALSE,,,
6LL00487,L-Linalool Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
LABKIT01,LABKIT01 @ US$56.00/set from PerfumersWorld,Not Found,,,,FALSE,,,
8UQ08219,Labdanum Absolute from PerfumersWorld,8016-26-0,,1.20,,FALSE,,,
5UQ07791,Labdanum Absolute 10% in DPG from PerfumersWorld,"8016-26-0|0.1
25265-71-8|0.9",,0.18,,TRUE,Labdanum Absolute from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6UH18500,LABDANUM F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.32,,FALSE,,,
6UH09680,Labdanum Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.32,,FALSE,,,
2UQ00264,Labdanum Resinoid from PerfumersWorld,8016-26-0,,0.68,,FALSE,,,
5UQ12486,Labdanum Resinoid 10% in DEP from PerfumersWorld,"8016-26-0|0.1
84-66-2|0.9",,0.12,,TRUE,Labdanum Resinoid from PerfumersWorld,Diethyl Phthalate (DEP) from PerfumersWorld,0.1
5UQ07566,Labdanum Resinoid 10% in DPG from PerfumersWorld,"8016-26-0|0.1
25265-71-8|0.9",,0.12,,TRUE,Labdanum Resinoid from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6DD18141,LACTONE F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.12,,FALSE,,,
6DD08390,Lactone Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.14,,FALSE,,,
1AA06214,Lauric Acid from PerfumersWorld,143-07-7,,0.09,,FALSE,,,
5AA12488,Lauric Acid 10% in DPG from PerfumersWorld,"143-07-7|0.1
25265-71-8|0.9",,0.06,,TRUE,Lauric Acid from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
8HY00554,Lavandin Absolute from PerfumersWorld,8022-15-9,,1.60,,FALSE,,,
7HB00265,Lavandin Essential Oil from PerfumersWorld,8022-15-9,,0.24,,FALSE,,,
7HB07675,Lavandin Grosso Essential Oil from PerfumersWorld,8022-15-9,,0.46,,FALSE,,,
7HB08129,Lavandin Super from PerfumersWorld,8022-18-2,,0.20,,FALSE,,,
4HW03807,Lavender Aldehyde from PerfumersWorld,35158-25-9,,0.80,,FALSE,,,
5HW23697,Lavender Aldehyde 10% in DPG from PerfumersWorld,"35158-25-9|0.1
25265-71-8|0.9",,0.15,,TRUE,Lavender Aldehyde from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
7HL00267,Lavender Essential Oil from PerfumersWorld,8000-28-0,,0.37,,FALSE,,,
6HL18238,LAVENDER F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.30,,FALSE,,,
6HL09061,Lavender Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.30,,FALSE,,,
8HY09000,Lavender Green Absolute from PerfumersWorld,8000-28-0,,1.86,,FALSE,,,
7HB00269,Lavender Spike Essential Oil from PerfumersWorld,8016-78-2,,0.45,,FALSE,,,
4GI15439,Leafovert from PerfumersWorld,67633-96-9,,0.74,,FALSE,,,
6UT18496,LEATHER F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.45,,FALSE,,,
6UT12424,Leather Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.37,,FALSE,,,
7CC00271,Lemon Essential Oil from PerfumersWorld,84929-31-7,,0.27,,FALSE,,,
6CC18122,LEMON F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.16,,FALSE,,,
7CC24029,Lemon FCF oil Sicilian from PerfumersWorld,8008-56-8,,0.18,,FALSE,,,
6CC09059,Lemon Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.24,,FALSE,,,
7CC24027,Lemon Terpeneless oil Sicilian from PerfumersWorld,68648-39-5,,0.44,,FALSE,,,
7CC24031,Lemon Verdello oil Sicilian from PerfumersWorld,8008-56-8,,0.18,,FALSE,,,
7CC00272,Lemongrass Essential Oil from PerfumersWorld,84238-19-7,,0.21,,FALSE,,,
3CC06770,Lemonile from PerfumersWorld,61792-11-8,,0.20,,FALSE,,,
7SY07764,Lesser Galangal Essential Oil from PerfumersWorld,8023-91-4,,0.85,,FALSE,,,
4GI24147,Liffarome from PerfumersWorld,67633-96-9,,0.95,,FALSE,,,
6FG18210,LIGHT AND AIRY F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.12,,FALSE,,,
6FG11947,Light and Airy Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.08,,FALSE,,,
6LJ18322,LIGHT BLENDER F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.15,,FALSE,,,
6LJ09076,Light Blender Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.30,,FALSE,,,
6LL18018,LIGHT CRISP FLORAL F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.12,,FALSE,,,
6LL00278,Light Crisp Floral Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.12,,FALSE,,,
6GK18228,LILAC F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.18,,FALSE,,,
6GK09255,Lilac Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.18,,FALSE,,,
3MA00273,Lilial from PerfumersWorld,80-54-6,,0.19,,FALSE,,,
6MA20144,Lilial Substitute IFRA from PerfumersWorld,Mixture (Perfume Base),,0.21,,FALSE,,,
6NN18625,LILY F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.15,,FALSE,,,
6NN09110,Lily Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.19,,FALSE,,,
6MA22621,Lilylal ND from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
6MG18474,Lilyreal IFRA from PerfumersWorld,Mixture (Perfume Base),,0.23,,FALSE,,,
6MG22777,Lilyreal ND from PerfumersWorld,Mixture (Perfume Base),,0.23,,FALSE,,,
7CK00274,Lime Distilled Essential Oil from PerfumersWorld,8008-26-2,,0.33,,FALSE,,,
4CK00275,Lime Oxide from PerfumersWorld,7392-19-0,,0.50,,FALSE,,,
5CK21690,Lime Oxide 10% in TEC from PerfumersWorld,"7392-19-0|0.1
77-93-0|0.9",,0.08,,TRUE,Lime Oxide from PerfumersWorld,Triethyl Citrate (TEC) from PerfumersWorld,0.1
6CK18135,LIME ZEST F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.15,,FALSE,,,
6CK12391,Lime Zest Tops Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.18,,FALSE,,,
4LL00277,Linalool Oxide from PerfumersWorld,5989-33-3,,0.60,,FALSE,,,
3LL00278,Linalool Synthetic from PerfumersWorld,78-70-6,,0.12,,FALSE,,,
3LF00279,Linalyl Acetate from PerfumersWorld,115-95-7,,0.10,,FALSE,,,
3LC12899,Linalyl Propionate from PerfumersWorld,144-39-8,,0.32,,FALSE,,,
7CC00280,Litsea Cubeba Essential Oil from PerfumersWorld,68855-99-2,,0.19,,FALSE,,,
8NN07699,Lotus Absolute from PerfumersWorld,84696-27-5,,19.00,,FALSE,,,
5NN13571,Lotus Absolute 1% in DPG from PerfumersWorld,"84696-27-5|0.01
25265-71-8|0.99",,0.51,,TRUE,Lotus Absolute from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.01
5NN12069,Lotus Absolute 10% in DPG from PerfumersWorld,"84696-27-5|0.1
25265-71-8|0.9",,1.95,,TRUE,Lotus Absolute from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
8SW08238,Lovage Roots Oil from PerfumersWorld,8016-31-7,,8.80,,FALSE,,,
3MG00282,Lyral from PerfumersWorld,31906-04-4,,0.23,,FALSE,,,
6MM18498,M-MUGUET F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.18,,FALSE,,,
6MM08681,M-Muguet Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
4GL22835,Maceal from PerfumersWorld,67845-30-1,,0.99,,FALSE,,,
5GL23703,Maceal 10% in DPG from PerfumersWorld,"67845-30-1|0.1
25265-71-8|0.9",,0.15,,TRUE,Maceal from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6XD18354,MACROCYCLIC F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.15,,FALSE,,,
6XD09426,Macrocyclic Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.19,,FALSE,,,
2XX14556,Macrolide from PerfumersWorld,106-02-5,,1.12,,FALSE,,,
3MN13569,Magnolan from PerfumersWorld,27606-09-3,,0.60,,FALSE,,,
MAL06022,Male Concentrate from PerfumersWorld,Not Found,,5.02,,FALSE,,,
MAL06023,Male Factor from PerfumersWorld,Not Found,,0.52,,FALSE,,,
6CL18121,MALE FLORAL F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.15,,FALSE,,,
6CL10386,Male Floral Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
6WC18598,MALE WOODSY F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.15,,FALSE,,,
6WC12407,Male Woodsy Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.27,,FALSE,,,
1VE00283,Maltol from PerfumersWorld,118-71-8,,0.32,,FALSE,,,
5VE08421,Maltol 1% in DPG from PerfumersWorld,"118-71-8|0.01
25265-71-8|0.99",,0.06,,TRUE,Maltol from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.01
5VE10963,Maltol 5% in DPG from PerfumersWorld,"118-71-8|0.05
25265-71-8|0.95",,0.10,,TRUE,Maltol from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.05
7CA00285,Mandarin Essential Oil from PerfumersWorld,8008-31-9,,0.50,,FALSE,,,
6CA18124,MANDARIN F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.16,,FALSE,,,
6CA09060,Mandarin Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.15,,FALSE,,,
6FV18841,MANGO F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.12,,FALSE,,,
6FV10907,Mango Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.17,,FALSE,,,
7HP07679,Manuka Essential Oil from PerfumersWorld,223749-44-8,,3.30,,FALSE,,,
4FG15438,Manzanate from PerfumersWorld,39255-32-8,,0.28,,FALSE,,,
1VE00286,Maple Lactone from PerfumersWorld,80-71-7,,0.71,,FALSE,,,
5VE09632,Maple Lactone 10% in DPG from PerfumersWorld,"80-71-7|0.1
25265-71-8|0.9",,0.10,,TRUE,Maple Lactone from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
8HE00557,Mate Absolute from PerfumersWorld,68916-96-1,,8.50,,FALSE,,,
5HE13845,Mate Absolute 10% in DPG from PerfumersWorld,"68916-96-1|0.1
25265-71-8|0.9",,0.80,,TRUE,Mate Absolute from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
3MG11691,Mayol from PerfumersWorld,5502-75-0,,0.35,,FALSE,,,
6GF18175,MELON F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.12,,FALSE,,,
6FG08392,Melon Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
4FG00289,Melonal from PerfumersWorld,106-72-9,,1.00,,FALSE,,,
5FG08480,Melonal 10% in DPG from PerfumersWorld,"106-72-9|0.1
25265-71-8|0.9",,0.14,,TRUE,Melonal from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
1BB00290,Menthol Crystals from PerfumersWorld,2216-51-5,,0.16,,FALSE,,,
5BB08460,Menthol Crystals 50% in DPG from PerfumersWorld,"2216-51-5|0.5
25265-71-8|0.5",,0.11,,TRUE,Menthol Crystals from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.5
4BB00291,Menthone from PerfumersWorld,89-80-5,,0.40,,FALSE,,,
5BB08203,Menthone 10% in DPG from PerfumersWorld,"10458-14-7|0.1
25265-71-8|0.9",,0.09,,TRUE,Menthone from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
3LB00292,Menthyl Acetate from PerfumersWorld,16409-45-3,,0.39,,FALSE,,,
4LF00294,Methyl Amyl Ketone from PerfumersWorld,110-43-0,,0.30,,FALSE,,,
4NC00295,Methyl Anthranilate from PerfumersWorld,134-20-3,,0.12,,FALSE,,,
5NC12471,Methyl Anthranilate 10% in DPG from PerfumersWorld,"134-20-3|0.1
25265-71-8|0.9",,0.04,,TRUE,Methyl Anthranilate from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
4NJ00296,Methyl Benzoate from PerfumersWorld,93-58-3,,0.07,,FALSE,,,
5NJ07849,Methyl Benzoate 10% in DPG from PerfumersWorld,"93-58-3|0.1
25265-71-8|0.9",,0.04,,TRUE,Methyl Benzoate from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
4PS02272,Methyl Chavicol from PerfumersWorld,140-67-0,,0.62,,FALSE,,,
5PS07822,Methyl Chavicol 10% in DPG from PerfumersWorld,"140-67-0|0.1
25265-71-8|0.9",,0.12,,TRUE,Methyl Chavicol from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
2SC00297,Methyl Cinnamate from PerfumersWorld,103-26-4,,0.24,,FALSE,,,
5SC12482,Methyl Cinnamate 10% in DPG from PerfumersWorld,"103-26-4|0.1
25265-71-8|0.9",,0.05,,TRUE,Methyl Cinnamate from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
5SC07858,Methyl cinnamate 50% in DPG from PerfumersWorld,"103-26-4|0.5
25265-71-8|0.5",,0.14,,TRUE,Methyl cinnamate from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.5
4SP16859,Methyl Diantilis from PerfumersWorld,5595-79-9,,0.99,,FALSE,,,
9SW00298,Methyl Eugenol from PerfumersWorld,93-15-2,,0.35,,FALSE,,,
3LF00299,Methyl Hexyl Ketone from PerfumersWorld,111-13-7,,0.12,,FALSE,,,
9SP02300,Methyl Isoeugenol from PerfumersWorld,93-16-3,,0.41,,FALSE,,,
4JN15333,Methyl Jasmonate from PerfumersWorld,39924-52-2,,12.80,,FALSE,,,
5VD10871,METHYL LAITONE 10% DPG from PerfumersWorld,94201-19-1,,0.50,,FALSE,,,
4LY00304,Methyl Nonyl Ketone from PerfumersWorld,112-12-9,,0.32,,FALSE,,,
4GI00305,Methyl Octine Carbonate from PerfumersWorld,111-80-8,,1.23,,FALSE,,,
5GI07522,Methyl Octine Carbonate 10% in DPG from PerfumersWorld,"111-80-8|0.1
25265-71-8|0.9",,0.15,,TRUE,Methyl Octine Carbonate from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
4FC11677,Methyl Pample Mousse from PerfumersWorld,67674-46-8,,1.06,,FALSE,,,
5FC19406,Methyl Pamplemousse 10% in TEC from PerfumersWorld,"67674-46-8|0.1
77-93-0|0.9",,0.20,,TRUE,Methyl Pamplemousse from PerfumersWorld,Triethyl Citrate (TEC) from PerfumersWorld,0.1
3OP00306,Methyl Salicylate from PerfumersWorld,119-36-8,,0.08,,FALSE,,,
5OP07554,Methyl Salicylate 10% in DPG from PerfumersWorld,"119-36-8|0.1
25265-71-8|0.9",,0.04,,TRUE,Methyl Salicylate from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
SHAMPBBY,Mild Baby Shampoo Base - unscented from PerfumersWorld,Not Found,,0.04,,FALSE,,,
6DD18140,MILK F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.12,,FALSE,,,
6DD09086,Milk Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.19,,FALSE,,,
8NG00307,Mimosa Absolute from PerfumersWorld,8031-03-6,,7.12,,FALSE,,,
5NG07850,Mimosa Absolute 10% in DPG from PerfumersWorld,"100-51-6|0.1
25265-71-8|0.9",,0.75,,TRUE,Mimosa Absolute from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6NN18760,MIMOSA F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.22,,FALSE,,,
6NN09420,Mimosa Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
MINISCAL,MINISCAL @ US$29.95/scale from PerfumersWorld,Not Found,,,,FALSE,,,
MINISNIF,MINISNIF @ US$1.00/pack from PerfumersWorld,Not Found,,,,FALSE,,,
MIXPOT50,MIXPOT50 @ US$7.50/pack(50) from PerfumersWorld,Not Found,,,,FALSE,,,
4XU05022,Muscone from PerfumersWorld,541-91-3,,4.50,,FALSE,,,
6YE18885,MUSHROOM F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.50,,FALSE,,,
6YE09107,Mushroom Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.22,,FALSE,,,
2XA09558,Musk Concentrate from PerfumersWorld,1222-05-5,,0.19,,FALSE,,,
1XU00308,Musk Ketone from PerfumersWorld,81-14-1,,0.20,,FALSE,,,
5XU07864,Musk Ketone 10% in DEP from PerfumersWorld,"81-14-1|0.1
84-66-2|0.9",,0.06,,TRUE,Musk Ketone from PerfumersWorld,Diethyl Phthalate (DEP) from PerfumersWorld,0.1
5XU09977,Musk Ketone 10% in DPG from PerfumersWorld,"81-14-1|0.1
25265-71-8|0.9",,0.06,,TRUE,Musk Ketone from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6XY17557,Musk X Super from PerfumersWorld,Mixture (Perfume Base),,0.30,,FALSE,,,
6XU17558,Musk Xylol REP from PerfumersWorld,Mixture (Perfume Base),,0.31,,FALSE,,,
4MA00312,Myrac Aldehyde from PerfumersWorld,37677-14-8,,0.18,,FALSE,,,
5MA08478,Myrac Aldehyde 10% in DPG from PerfumersWorld,"37677-14-8|0.1
25265-71-8|0.9",,0.06,,TRUE,Myrac Aldehyde from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
3CQ00313,Myrcene from PerfumersWorld,123-35-3,,0.45,,FALSE,,,
1AA05031,Myristic Acid from PerfumersWorld,544-63-8,,0.18,,FALSE,,,
7QC00314,Myrrh Essential Oil from PerfumersWorld,8016-37-3,,3.10,,FALSE,,,
6NJ18033,N-NARCOTIC F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.15,,FALSE,,,
6NJ07696,N-Narcotic Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.21,,FALSE,,,
7WU09815,Nagarmotha Oil from PerfumersWorld,68916-60-9,,1.60,,FALSE,,,
6NP18957,NARCISSUS F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.18,,FALSE,,,
6NP08694,Narcissus Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.36,,FALSE,,,
6GL18214,NATURELLE F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.18,,FALSE,,,
6GL10383,Naturelle Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.48,,FALSE,,,
6GW18223,NATURELLE HOMME F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.27,,FALSE,,,
6GG10387,Naturelle Homme Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.50,,FALSE,,,
4GI02379,Neofolione from PerfumersWorld,111-79-5,,0.75,,FALSE,,,
8CS23654,Nepal Pepper Co2 Extract from PerfumersWorld,Not Found,,4.40,,FALSE,,,
3CR00317,Nerol from PerfumersWorld,106-25-2,,0.20,,FALSE,,,
7CN00318,Neroli Essential Oil from PerfumersWorld,8016-38-4,,20.80,,FALSE,,,
5CN07545,Neroli Essential Oil 10% in DPG from PerfumersWorld,"8016-38-4|0.1
25265-71-8|0.9",,2.30,,TRUE,Neroli Essential Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6CN18131,NEROLI F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.15,,FALSE,,,
6CN09093,Neroli Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.31,,FALSE,,,
3LM00319,Nerolidol from PerfumersWorld,7212-44-4,,0.17,,FALSE,,,
1CN00320,Nerolin Bromelia from PerfumersWorld,93-18-5,,0.15,,FALSE,,,
5CN09239,Nerolin Bromelia 10% in DPG from PerfumersWorld,"93-18-5|0.1
25265-71-8|0.9",,0.07,,TRUE,Nerolin Bromelia from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
1CN00321,Nerolin Yara yara from PerfumersWorld,93-04-9,,0.11,,FALSE,,,
5CN09971,Nerolin Yara Yara 10% in DPG from PerfumersWorld,"93-04-9|0.1
25265-71-8|0.9",,0.04,,TRUE,Nerolin Yara Yara from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
3RF05061,Neryl Acetate from PerfumersWorld,141-12-8,,0.20,,FALSE,,,
6VD18542,NEW MOWN HAY F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.15,,FALSE,,,
6VD09091,New Mown Hay Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
WSNZ1806,WSNZ1806 @ US$2242.50/pax from PerfumersWorld,Not Found,,,,FALSE,,,
WSNZ1807,WSNZ1807 @ US$2242.50/pax from PerfumersWorld,Not Found,,,,FALSE,,,
7BH07692,Niaouli essential oil from PerfumersWorld,8022-72-8,,0.47,,FALSE,,,
6XU18880,NITRO MUSK F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.12,,FALSE,,,
6XU09117,Nitro Musk Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.14,,FALSE,,,
3LA00326,Nopyl Acetate from PerfumersWorld,128-51-8,,0.14,,FALSE,,,
4WU22432,Norlimbanol Dextro from PerfumersWorld,70788-30-6,,1.00,,FALSE,,,
5WU23677,Norlimbanol Dextro 10% in DPG from PerfumersWorld,"70788-30-6|0.1
25265-71-8|0.9",,0.15,,TRUE,Norlimbanol Dextro from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6EW18930,NUT F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.24,,FALSE,,,
6EW09105,Nut Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.22,,FALSE,,,
7SC00327,Nutmeg Essential Oil from PerfumersWorld,8008-45-5,,1.02,,FALSE,,,
6SL18489,NUTMEG F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.35,,FALSE,,,
6SL09678,Nutmeg Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.47,,FALSE,,,
3MA22553,Nympheal from PerfumersWorld,1637294-12-2,,0.61,,FALSE,,,
6OV18034,O-ORCHID F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.17,,FALSE,,,
6OV09421,O-Orchid Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
5YH07549,Oakmoss Absolute  (IFRA Low Atranol) 10% in DPG from PerfumersWorld,"9000-50-4|0.1
25265-71-8|0.9",,0.38,,TRUE,Oakmoss Absolute  (IFRA Low Atranol) from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
8YH00328,Oakmoss Absolute (IFRA Low Atranol) from PerfumersWorld,9000-50-4,,3.30,,FALSE,,,
6YH18894,OAKMOSS F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.76,,FALSE,,,
6YH09092,Oakmoss Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.70,,FALSE,,,
5YQ09979,Oakmoss Resinoid (IFRA Low Atranol) 10% in DPG from PerfumersWorld,"9000-50-4|0.1
25265-71-8|0.9",,0.12,,TRUE,Oakmoss Resinoid (IFRA Low Atranol) from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
2YQ00329,Oakmoss Resinoid - IFRA Low Atranol from PerfumersWorld,9000-50-4,,0.60,,FALSE,,,
3QC00330,Ocimene from PerfumersWorld,13877-91-3,,0.71,,FALSE,,,
7QK00333,Olibanum Essential Oil from PerfumersWorld,8016-36-2,,3.50,,FALSE,,,
5QK10958,Olibanum Essential Oil 10% in DPG from PerfumersWorld,"8016-36-2|0.1
25265-71-8|0.9",,0.29,,TRUE,Olibanum Essential Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
2QK21856,Olibanum Resinoid (Viscous) from PerfumersWorld,8016-36-2,,0.65,,FALSE,,,
