Product_ID,Material_Name,CAS_Number,New CAS,Price_US/g,Notes,Is_Dilution,Active_Material,Solvent,Active_%
5BW12462,Borneol 50% in DPG from PerfumersWorld,"507-70-0|0.5
25265-71-8|0.5",,0.07,,TRUE,Borneol from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.5
4MA00067,Bourgeonal from PerfumersWorld,18127-01-0,,0.52,,FALSE,,,
5MA12469,Bourgeonal 10% in DPG from PerfumersWorld,"18127-01-0|0.1
25265-71-8|0.9",,0.09,,TRUE,Bourgeonal from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6NL18792,BROOM F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.17,,FALSE,,,
6NL08427,Broom Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.18,,FALSE,,,
1FB00071,Buccoxime from PerfumersWorld,75147-23-8,,2.80,,FALSE,,,
5FB07818,Buccoxime 10% in DPG from PerfumersWorld,"75147-23-8|0.1
25265-71-8|0.9",,0.32,,TRUE,Buccoxime from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
3FD05860,Butyl Butyrate from PerfumersWorld,109-21-7,,0.11,,FALSE,,,
4FD05871,Butyl Isovalerate from PerfumersWorld,109-19-3,,0.24,,FALSE,,,
3OH00073,Butyl Salicylate from PerfumersWorld,Not Found,,0.10,,FALSE,,,
0ZP03359,Butylated Hydroxytoluene (BHT) antioxidant from PerfumersWorld,128-37-0,,0.09,,FALSE,,,
6CL18060,C-CITRUS F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
6CL07830,C-Citrus Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.22,,FALSE,,,
7LW00863,Cabreuva Essential Oil from PerfumersWorld,68188-03-4,,0.75,,FALSE,,,
7TW00076,Cade Oil Rectified from PerfumersWorld,8013-10-3,,0.75,,FALSE,,,
5TW10962,Cade Oil Rectified 10% in DPG from PerfumersWorld,"8013-10-3|0.1
25265-71-8|0.9",,0.20,,TRUE,Cade Oil Rectified from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
5TW07824,Cade Oil Rectified Oil 1% in DPG from PerfumersWorld,"8013-10-3|0.01
25265-71-8|0.99",,0.11,,TRUE,Cade Oil Rectified Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.01
7BH00912,Cajuput Essential Oil from PerfumersWorld,8008-98-8,,0.36,,FALSE,,,
1YG00077,Calone from PerfumersWorld,28940-11-6,,4.46,,FALSE,,,
5YG11098,Calone 1% in DPG from PerfumersWorld,"28940-11-6|0.01
25265-71-8|0.99",,0.06,,TRUE,Calone from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.01
5YG07546,Calone 10% in DPG from PerfumersWorld,"28940-11-6|0.1
25265-71-8|0.9",,0.47,,TRUE,Calone from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
3BH00078,Camphene from PerfumersWorld,5794-03-6,,0.17,,FALSE,,,
6BH18118,CAMPHOR F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.15,,FALSE,,,
1BH00080,Camphor Powder from PerfumersWorld,464-49-3,,0.10,,FALSE,,,
5BH09580,Camphor Powder 50% in DPG from PerfumersWorld,"464-49-3|0.5
25265-71-8|0.5",,0.09,,TRUE,Camphor Powder from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.5
7BH00079,Camphor White Essential Oil from PerfumersWorld,8008-51-3,,0.27,,FALSE,,,
6BH09017,Camphoraceous Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.19,,FALSE,,,
7NJ00081,Cananga Essential Oil from PerfumersWorld,68606-83-7,,0.30,,FALSE,,,
5VE14325,Caramel Furanone 0.003% from PerfumersWorld,28664-35-9,,0.12,,FALSE,,,
5VE14324,Caramel Furanone 0.03% from PerfumersWorld,28664-35-9,,0.17,,FALSE,,,
7SE00083,Caraway Seed Essential Oil from PerfumersWorld,8000-42-8,,0.82,,FALSE,,,
5SE07843,Caraway Seed Essential Oil 10% in DPG from PerfumersWorld,"8000-42-8|0.1
25265-71-8|0.9",,0.12,,TRUE,Caraway Seed Essential Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
7SC00084,Cardamom Essential Oil from PerfumersWorld,8000-66-6,,3.56,,FALSE,,,
5SC07859,Cardamom Essential Oil 10% in DPG from PerfumersWorld,"8000-66-6|0.1
25265-71-8|0.9",,0.42,,TRUE,Cardamom Essential Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6SC09679,Cardamom Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.86,,FALSE,,,
6SC18557,CARDAMON F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.60,,FALSE,,,
8FY24655,Caribbean Rum Extract from PerfumersWorld,Not Found,,8.80,,FALSE,,,
6SP18441,CARNATION F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.22,,FALSE,,,
6SP09163,Carnation Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.22,,FALSE,,,
7IS00086,Carrot Seed Essential Oil from PerfumersWorld,8015-88-1,,4.00,,FALSE,,,
5IS07846,Carrot Seed Essential Oil 10% in DPG from PerfumersWorld,"8015-88-1|0.1
25265-71-8|0.9",,0.50,,TRUE,Carrot Seed Essential Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
3WI03465,Caryophyllene Acetate from PerfumersWorld,32214-91-8,,0.10,,FALSE,,,
4XB00090,Cashmeran from PerfumersWorld,33704-61-9,,0.52,,FALSE,,,
5XB07615,Cashmeran 10% in DPG from PerfumersWorld,"33704-61-9|0.1
25265-71-8|0.9",,0.10,,TRUE,Cashmeran from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6XB18881,CASHMERE MUSK F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.25,,FALSE,,,
6XB09681,Cashmere Musk Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.23,,FALSE,,,
7SV00091,Cassia Essential Oil from PerfumersWorld,8007-80-5,,0.35,,FALSE,,,
5SV12481,Cassia Essential Oil 10% in DPG from PerfumersWorld,"8007-80-5|0.1
25265-71-8|0.9",,0.07,,TRUE,Cassia Essential Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6NI18791,CASSIE F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.30,,FALSE,,,
6NI09419,Cassie Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.25,,FALSE,,,
6UP18499,CASTOREUM F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.24,,FALSE,,,
6UP11559,Castoreum Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.37,,FALSE,,,
6UP07515,Castoreum Synthetic from PerfumersWorld,Mixture (Perfume Base),,2.02,,FALSE,,,
7WP00844,Cedarwood Chinese Essential Oil from PerfumersWorld,85085-29-6,,0.13,,FALSE,,,
6WW18687,CEDARWOOD F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.28,,FALSE,,,
6WW09124,Cedarwood Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.30,,FALSE,,,
7WW00095,Cedarwood Virginian Essential Oil from PerfumersWorld,8000-27-9,,0.30,,FALSE,,,
3WW00097,Cedramber from PerfumersWorld,19870-74-7,,0.24,,FALSE,,,
7CC24028,Cedrat FCF oil Sicilian from PerfumersWorld,Not Found,,0.35,,FALSE,,,
1WW00096,Cedrenyl Acetate from PerfumersWorld,1405-92-1,,0.28,,FALSE,,,
1WW01281,Cedrol from PerfumersWorld,77-53-2,,0.24,,FALSE,,,
5WW09974,Cedrol 10% in DPG from PerfumersWorld,"77-53-2|0.1
25265-71-8|0.9",,0.06,,TRUE,Cedrol from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
3WI00098,Cedroxyde from PerfumersWorld,71735-79-0,,0.69,,FALSE,,,
2WW00099,Cedryl Acetate from PerfumersWorld,77-54-3,,0.21,,FALSE,,,
7SH00100,Celery Seed Essential Oil from PerfumersWorld,8015-90-5,,0.94,,FALSE,,,
5SH07845,Celery Seed Essential Oil 10% in DPG from PerfumersWorld,"8015-90-5|0.1
25265-71-8|0.9",,0.13,,TRUE,Celery Seed Essential Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
1XY00101,Celestolide from PerfumersWorld,13171-00-1,,0.31,,FALSE,,,
5XY10869,Celestolide 10% in DPG from PerfumersWorld,"13171-00-1|0.1
25265-71-8|0.9",,0.12,,TRUE,Celestolide from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6NJ18626,CHAMPACA F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.25,,FALSE,,,
6NJ09072,Champaca Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.39,,FALSE,,,
7NJ07740,Champaca Flower Essential Oil from PerfumersWorld,94333-99-0,,2.54,,FALSE,,,
5NN07927,Champaca Flower Essential Oil 10% in DPG from PerfumersWorld,"94333-99-0|0.1
25265-71-8|0.9",,0.27,,TRUE,Champaca Flower Essential Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
7LN08199,Champaca Leaf Essential Oil from PerfumersWorld,78-70-6,,0.55,,FALSE,,,
4YE09171,Champignol from PerfumersWorld,3687-48-7,,10.45,,FALSE,,,
5YE12329,Champignol 10% in DPG from PerfumersWorld,"3687-48-7|0.1
25265-71-8|0.9",,1.10,,TRUE,Champignol from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6FN18183,CHERRY F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.15,,FALSE,,,
6FN09071,Cherry Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
6VE18548,CHOCOLATE F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.25,,FALSE,,,
6VE12421,Chocolate Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.58,,FALSE,,,
6CL11946,Chrome Citrus Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.12,,FALSE,,,
6CL18125,CHROME F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.12,,FALSE,,,
6UX18493,CHYPRE F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.17,,FALSE,,,
6UX10406,Chypre Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.28,,FALSE,,,
7SV00107,Cinnamon Bark Essential Oil from PerfumersWorld,84649-98-9,,2.20,,FALSE,,,
5SV11510,Cinnamon Bark Essential Oil 10% in DPG from PerfumersWorld,"84649-98-9|0.1
25265-71-8|0.9",,0.24,,TRUE,Cinnamon Bark Essential Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6SV18443,CINNAMON F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.12,,FALSE,,,
6SV08501,Cinnamon Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
7SV00108,Cinnamon Leaf Essential Oil from PerfumersWorld,8015-91-6,,0.40,,FALSE,,,
3SQ00109,Cinnamyl Acetate from PerfumersWorld,103-54-8,,0.18,,FALSE,,,
2SV00105,Cinnamyl Alcohol from PerfumersWorld,104-54-1,,0.20,,FALSE,,,
5SV07857,Cinnamyl Alcohol 50% in DPG from PerfumersWorld,"104-54-1|0.5
25265-71-8|0.5",,0.12,,TRUE,Cinnamyl Alcohol from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.5
4SV00106,4SV00106 @ US$0.13/0 from PerfumersWorld,104-55-2,,,,FALSE,,,
5SV10991,Cinnamyl aldehyde 10% in DPG from PerfumersWorld,"104-55-2|0.1
25265-71-8|0.9",,0.05,,TRUE,Cinnamyl aldehyde from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
4SW23710,Cinnamyl Nitrile from PerfumersWorld,4360-47-8,,0.40,,FALSE,,,
4GL00225,cis-3 Hexenol from PerfumersWorld,928-96-1,,0.48,,FALSE,,,
5GG07890,cis-3 Hexenol 10% in DPG from PerfumersWorld,"928-96-1|0.1
25265-71-8|0.9",,0.11,,TRUE,cis-3 Hexenol from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
4GF00226,cis-3 Hexenyl Acetate from PerfumersWorld,3681-71-8,,0.80,,FALSE,,,
5GF07561,cis-3 Hexenyl Acetate 10% in DPG from PerfumersWorld,"3681-71-8|0.1
25265-71-8|0.9",,0.12,,TRUE,cis-3 Hexenyl Acetate from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
3GN00227,cis-3 Hexenyl Benzoate from PerfumersWorld,25152-85-6,,0.82,,FALSE,,,
4GD00228,cis-3 Hexenyl Butyrate from PerfumersWorld,16491-36-4,,0.90,,FALSE,,,
5GD08173,cis-3 Hexenyl Butyrate 10% in DPG from PerfumersWorld,"16491-36-4|0.1
25265-71-8|0.9",,0.07,,TRUE,cis-3 Hexenyl Butyrate from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
4GG01946,cis-3 Hexenyl Hexanoate from PerfumersWorld,31501-11-8,,0.60,,FALSE,,,
3GO00229,cis-3 Hexenyl Salicylate from PerfumersWorld,65405-77-8,,0.52,,FALSE,,,
5GO12259,cis-3 Hexenyl Salicylate 10% in DPG from PerfumersWorld,"65405-77-8|0.1
25265-71-8|0.9",,0.10,,TRUE,cis-3 Hexenyl Salicylate from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
4JN00257,cis-Jasmone from PerfumersWorld,488-10-8,,2.14,,FALSE,,,
5JN07525,cis-Jasmone 10% in DPG from PerfumersWorld,"488-10-8|0.1
25265-71-8|0.9",,0.32,,TRUE,cis-Jasmone from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
8UQ00540,Cistus Absolute F0779 from PerfumersWorld,89997-74-0,,0.90,,FALSE,,,
8UQ08229,Cistus Absolute SIS F0785 from PerfumersWorld,Not Found,,1.50,,FALSE,,,
7UQ08239,Cistus Essential Oil from PerfumersWorld,89997-74-0,,4.80,,FALSE,,,
5UQ14582,Cistus Essential Oil 10% in DPG from PerfumersWorld,"89997-74-0|0.1
25265-71-8|0.9",,0.50,,TRUE,Cistus Essential Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
4CC00111,Citral from PerfumersWorld,5392-40-5,,0.16,,FALSE,,,
5CC07796,Citral 10% in DPG from PerfumersWorld,"5392-40-5|0.1
25265-71-8|0.9",,0.07,,TRUE,Citral from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
5CC07820,Citralva 10% in DPG from PerfumersWorld,"5146-66-7|0.1
25265-71-8|0.9",,0.07,,TRUE,Citralva from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
3CC00112,Citrathal from PerfumersWorld,7492-66-2,,0.48,,FALSE,,,
1ZX03525,Citric Acid from PerfumersWorld,77-92-9,,0.08,,FALSE,,,
7CR00114,Citronella Essential Oil from PerfumersWorld,8000-29-1,,0.14,,FALSE,,,
4CR00115,CitronellAL from PerfumersWorld,106-23-0,,0.12,,FALSE,,,
5CR07548,CitronellAL 10% in DPG from PerfumersWorld,"106-23-0|0.1
25265-71-8|0.9",,0.07,,TRUE,CitronellAL from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
3RM00116,CitronellOL from PerfumersWorld,106-22-9,,0.22,,FALSE,,,
3RL00118,Citronellyl Acetate from PerfumersWorld,150-84-5,,0.18,,FALSE,,,
4RC03548,Citronellyl Formate from PerfumersWorld,105-85-1,,0.18,,FALSE,,,
4CR06787,Citronellyl Nitrile from PerfumersWorld,51566-62-2,,0.22,,FALSE,,,
6AC18110,CITRUS ALDEHYDE F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.12,,FALSE,,,
6AC09112,CITRUS ALDEHYDE FLEURESSENCE from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
7CK01152,Citrus Hystrix Lime Essential Oil from PerfumersWorld,91771-50-5,,0.23,,FALSE,,,
7CK01077,Citrus Hystrix Lime Leaf Essential Oil from PerfumersWorld,91771-50-5,,0.56,,FALSE,,,
3UU07513,Civet Art from PerfumersWorld,Mixture,,4.00,,FALSE,,,
5UU07533,Civet Art 10% in DPG from PerfumersWorld,Mixture,,0.45,,TRUE,Civet Art from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6UU18497,CIVET F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.55,,FALSE,,,
6UU09106,Civet Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.60,,FALSE,,,
7HH00121,Clary Sage Essential Oil from PerfumersWorld,8016-63-5,,1.44,,FALSE,,,
6SC18558,CLASSIC SPICE F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.19,,FALSE,,,
6SC12411,Classic Spice Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.22,,FALSE,,,
6GM12399,Clear Green Blender Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.22,,FALSE,,,
6GM18236,CLEAR GREEN F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.19,,FALSE,,,
3WB13402,Clearwood from PerfumersWorld,84238-39-1,,0.34,,FALSE,,,
7SP00122,Clove Bud Essential Oil from PerfumersWorld,8000-34-8,,0.54,,FALSE,,,
6SP18442,CLOVE F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.14,,FALSE,,,
6SP09088,Clove Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
7SP00123,Clove Leaf Essential Oil from PerfumersWorld,8000-34-8,,0.19,,FALSE,,,
8VT00635,Cocoa Absolute from PerfumersWorld,8002-31-1,,3.52,,FALSE,,,
5VT07920,Cocoa Absolute 10% in DPG from PerfumersWorld,"84649-99-0|0.1
25265-71-8|0.9",,0.38,,TRUE,Cocoa Absolute from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
5VT08034,Cocoa Absolute 10% in IPM from PerfumersWorld,"8002-31-1|0.1
110-27-0|0.9",,0.39,,TRUE,Cocoa Absolute from PerfumersWorld,Isopropyl Myristate (IPM) from PerfumersWorld,0.1
8VT23451,Cocoa absolute grasse from PerfumersWorld,8002-31-1,,4.90,,FALSE,,,
5VT23692,Cocoa absolute grasse 10% in DPG from PerfumersWorld,"8002-31-1|0.1
25265-71-8|0.9",,0.53,,TRUE,Cocoa absolute grasse from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6DV18549,COCOA BUTTER F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.12,,FALSE,,,
6DV09055,Cocoa Butter Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.14,,FALSE,,,
1VT23924,Cocoa CO2 Extract from PerfumersWorld,84649-99-0,,1.70,,FALSE,,,
6DV18143,COCONUT F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.18,,FALSE,,,
6DV12422,Coconut Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.18,,FALSE,,,
0ZV22213,Coconut Oil Fractionated (Coconut MCT) Fixed Oil from PerfumersWorld,8001-31-8,,0.08,,FALSE,,,
8TE23450,Coffee absolute grasse from PerfumersWorld,8001-67-0,,6.20,,FALSE,,,
5TE23680,Coffee absolute grasse 10% in DPG from PerfumersWorld,"8001-67-0|0.1
25265-71-8|0.9",,0.65,,TRUE,Coffee absolute grasse from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
8ET23923,Coffee CO2 Extract Organic from PerfumersWorld,84650-00-0,,2.00,,FALSE,,,
6ET18954,COFFEE F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.30,,FALSE,,,
6ET20539,Coffee Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.30,,FALSE,,,
7ET08078,Coffee Oil Roasted from PerfumersWorld,84650-00-0,,2.20,,FALSE,,,
5ET12484,Coffee Oil Roasted 10% in DPG from PerfumersWorld,"84650-00-0|0.1
25265-71-8|0.9",,0.21,,TRUE,Coffee Oil Roasted from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6FY18955,COGNAC F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
6FY08507,Cognac Wine Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
6CL18897,COLOGNE F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.22,,FALSE,,,
6CL10405,Cologne Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.24,,FALSE,,,
CLKIT3,CLKIT3 @ US$29.95/set from PerfumersWorld,Not Found,,,,FALSE,,,
3KK00124,Coniferan from PerfumersWorld,67874-72-0,,0.45,,FALSE,,,
CONS12MT,CONS12MT @ US$10000.00/month from PerfumersWorld,Not Found,,,,FALSE,,,
7SL00125,Coriander Essential Oil from PerfumersWorld,8008-52-4,,0.90,,FALSE,,,
5SL08473,Coriander Essential Oil 10% in DPG from PerfumersWorld,"8008-52-4|0.1
25265-71-8|0.9",,0.24,,TRUE,Coriander Essential Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
7BB00832,Cornmint Essential Oil China from PerfumersWorld,68917-18-0,,0.27,,FALSE,,,
4XU10872,Cosmone from PerfumersWorld,259854-70-1,,4.30,,FALSE,,,
5UW08963,Costus Olifac 1% in DPG from PerfumersWorld,Mixture,,0.12,,TRUE,Costus Olifac from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.01
5UW11312,Costus Olifac 10% in DPG from PerfumersWorld,Mixture,,0.74,,TRUE,Costus Olifac from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
4UW09665,Costus Olifac Iff from PerfumersWorld,Mixture,,7.20,,FALSE,,,
1VD00129,Coumarin from PerfumersWorld,91-64-5,,0.11,,FALSE,,,
5VD07557,Coumarin 10% in DPG from PerfumersWorld,"8008-93-3|0.1
25265-71-8|0.9",,0.05,,TRUE,Coumarin from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6GB18224,CUCUMBER F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
6GF07657,Cucumber Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
7SU00130,Cumin Seed Essential Oil from PerfumersWorld,8014-13-9,,1.10,,FALSE,,,
5SU07604,Cumin Seed Essential Oil 1% in DPG from PerfumersWorld,"8014-13-9|0.01
25265-71-8|0.99",,0.05,,TRUE,Cumin Seed Essential Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.01
5SU19106,Cumin Seed Essential Oil 1% in TEC from PerfumersWorld,"8014-13-9|0.01
77-93-0|0.99",,0.08,,TRUE,Cumin Seed Essential Oil from PerfumersWorld,Triethyl Citrate (TEC) from PerfumersWorld,0.01
5SU18711,Cumin Seed Essential Oil 10% in TEC from PerfumersWorld,"8014-13-9|0.1
77-93-0|0.9",,0.15,,TRUE,Cumin Seed Essential Oil from PerfumersWorld,Triethyl Citrate (TEC) from PerfumersWorld,0.1
CUSTOMPC,CUSTOMPC @ US$600.00/perfume from PerfumersWorld,Not Found,,,,FALSE,,,
3MG00134,Cyclamen Aldehyde from PerfumersWorld,103-95-7,,0.34,,FALSE,,,
6ML18413,CYCLAMEN F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.18,,FALSE,,,
6MG09430,Cyclamen Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.19,,FALSE,,,
4PQ00352,Cymene Para from PerfumersWorld,99-87-6,,0.14,,FALSE,,,
8KB00542,Cypress Absolute from PerfumersWorld,8013-86-3,,1.87,,FALSE,,,
5KB13801,Cypress Absolute 10% in DPG from PerfumersWorld,Not Found,,0.08,,TRUE,Cypress Absolute from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
7KB00833,Cypress Essential Oil from PerfumersWorld,8013-86-3,,0.98,,FALSE,,,
6DF18006,D-DAIRY F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.12,,FALSE,,,
6DD08537,D-Dairy Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.20,,FALSE,,,
3CQ00276,D-Limonene from PerfumersWorld,5989-27-5,,0.08,,FALSE,,,
9IF07120,Damascenone from PerfumersWorld,23696-85-7,,2.72,,FALSE,,,
3IL00139,Damascol from PerfumersWorld,4927-36-0,,0.66,,FALSE,,,
7HH00895,Davana Essential Oil from PerfumersWorld,91844-86-9,,5.10,,FALSE,,,
5HH12466,Davana Essential Oil 10% in DPG from PerfumersWorld,"8016-03-3|0.1
25265-71-8|0.9",,0.52,,TRUE,Davana Essential Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
3AC00014,Decanol (Alcohol C-10) from PerfumersWorld,112-30-1,,0.12,,FALSE,,,
4CF19148,Decatone from PerfumersWorld,34131-98-1,,2.82,,FALSE,,,
4DD03683,Delta Decalactone from PerfumersWorld,2825-91-4,,0.73,,FALSE,,,
5DD12463,Delta Decalactone 10% in DPG from PerfumersWorld,"2825-91-4|0.1
25265-71-8|0.9",,0.12,,TRUE,Delta Decalactone from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
6FL18169,DEWBERRY F-TEC from PerfumersWorld,Mixture (Perfume Base),,0.12,,FALSE,,,
6FL09127,Dewberry Fleuressence from PerfumersWorld,Mixture (Perfume Base),,0.21,,FALSE,,,
9DV00144,Diacetyl from PerfumersWorld,431-03-8,,0.21,,FALSE,,,
5DV07644,Diacetyl 1% in DPG from PerfumersWorld,"431-03-8|0.01
25265-71-8|0.99",,0.08,,TRUE,Diacetyl from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.01
3FG00145,Diethyl Malonate from PerfumersWorld,105-53-3,,0.09,,FALSE,,,
0ZX00143,Diethyl Phthalate (DEP) from PerfumersWorld,84-66-2,,0.08,,FALSE,,,
3IL00153,Dihydro Beta Ionone from PerfumersWorld,17283-81-7,,0.60,,FALSE,,,
4HF00147,Dihydro Carvyl Acetate from PerfumersWorld,20777-49-5,,2.50,,FALSE,,,
2VD00148,Dihydro Coumarin from PerfumersWorld,119-84-6,,0.16,,FALSE,,,
4JN00149,Dihydro Jasmone from PerfumersWorld,1128-08-1,,0.90,,FALSE,,,
5JN10948,Dihydro Jasmone 10% in DPG from PerfumersWorld,"1128-08-1|0.1
25265-71-8|0.9",,0.12,,TRUE,Dihydro Jasmone from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,0.1
3LC03808,Dihydro Linalool from PerfumersWorld,Not Found,,0.50,,FALSE,,,
3CK00150,Dihydro Myrcenol from PerfumersWorld,18479-58-8,,0.12,,FALSE,,,
3KL00152,Dihydro Terpinyl Acetate from PerfumersWorld,80-25-1,,0.30,,FALSE,,,
7HH07671,Dill Essential Oil from PerfumersWorld,8006-75-5,,0.67,,FALSE,,,
3NC00155,Dimethyl Anthranilate from PerfumersWorld,85-91-6,,0.33,,FALSE,,,
3LL00156,Dimethyl Benzyl Carbinol from PerfumersWorld,100-86-7,,0.27,,FALSE,,,
3LF00157,Dimethyl Benzyl Carbinyl Acetate from PerfumersWorld,151-05-3,,0.17,,FALSE,,,
4LD02865,Dimethyl Benzyl Carbinyl Butyrate from PerfumersWorld,10094-34-5,,0.14,,FALSE,,,
