Product_ID,Material_Name,Package_Size,CAS_Number,New CAS,Price_THB_total,Price_THB/g,Notes,Is_Dilution,Active_Material,Solvent,Active_%,Supplier,Product_URL
2851,β‑Caryophyllene,1 g,87-44-5,,49.45,49.4500,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/wood-ไม้-เปลือกไม้/2851-beta-caryophyllene-fema-2252.html
2829,Isobutyl Phenyl Acetate,1 g,102-13-6,,54.64,54.6400,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/vanilla-วานิลลา/2829-isobutyl-phenyl-acetate.html
2793,Para‑anisaldehyde,1 g,123-11-5,,47.06,47.0600,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/spice-เผ็ดร้อน/2793-para-anisaldehyde-fema-2670.html
2765,"Phenethyl Alcohol, Phenyl Ethyl Alcohol (FEMA",1 g,60-12-8,,42.77,42.7700,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/rose-กุหลาบ/2765-phenethyl-alcohol-phenyl-ethyl-alcohol-fema-2858.html
2749,Benzyl Salicylate,1 g,118-58-1,,40.47,40.4700,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/frankincense-กำยาน/2749-benzyl-salicylate.html
2715,Myrcenal,1 g,52474-60-9,,61.82,61.8200,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/lily-of-the-valley/2715-myrmac-aldehyde-precyclemone-b-myrcenal.html
2694,Alpha‑Terpinyl Acetate (FEMA,1 g,80-26-2,,45.76,45.7600,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/linalool-ฟรีเซีย/2694-alpha-terpinyl-acetate-fema-3047.html
2673,Jasmatone,1 g,,,646.19,646.1900,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/jasmine-มะลิ/2673-jasmin-cyclopentanone-jasmatone.html
2610,cis‑3‑Hexenyl Salicylate,1 g,65405-77-8,,166.46,166.4600,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/green-พืช-ใบไม้เขียว/2610-hexenyl-salicylate-cis-3.html
2560,Hexyl Propionate,9 g,2445-76-3,,58.43,6.4922,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/fruit-ผลไม้/2560-hexyl-propionate-fema-2576.html
2513,Acetoin,1 g,513-86-0,,59.33,59.3300,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/dairy-นม-เนย/2513-acetoin-fema-2008.html
2491,Nerol,1 g,106-25-2,,62.32,62.3200,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/citrus-ส้ม-เปรี้ยว-สดชื่น/2491-nerol-fema-2770.html
2478,Menthone (FEMA 2667),1 g,89-80-5,,67.71,67.7100,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/ice-cold-เย็น/2478-menthone-fema-2667.html
2435,Citrus Carbaldehyde,1 g,37677-14-8,,52.44,52.4400,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/aldehyde-ไขมัน/2435-citrus-carbaldehyde.html
32357,Octyl Butyrate,1 g,110-39-4,,189.10,189.1000,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/ungrouped/32357-octyl-butyrate.html
3583,Violet Dienyne (Violettyne MIP),1 g,166432-52-6,,119.28,119.2800,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/iris-ไอริส/3583-violet-dienyne.html
3557,Fenchyl Acetate,1 g,13851-11-1,,51.45,51.4500,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/konifer-ต้นสน/3557-fenchyl-acetate.html
3483,Para‑cresyl Isobutyrate,1 g,103-93-5,,14980.00,14980.0000,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/phenolic-ยา/3483-para-cresyl-isobutyrate-fema-3075.html
2888,Exaltolide,1 g,106-02-5,,89.35,89.3500,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/musk-มัสก์/2888-exaltolide-pentadecanolide-exaltolide-total.html
2852,Isolongifolene Ketone,1 g,23787-90-8,,42.47,42.4700,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/wood-ไม้-เปลือกไม้/2852-isolongifolene-ketone.html
2830,Dihydrocoumarin,1 g,119-84-6,,51.55,51.5500,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/vanilla-วานิลลา/2830-dihydrocoumarin-fema-2381.html
2817,Skatole,1 g,83-34-1,,5875.13,5875.1300,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/animal-สัตว์/2817-skatole-fema-3019.html
2794,Estragole,1 g,140-67-0,,99.03,99.0300,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/spice-เผ็ดร้อน/2794-estragole-fema-2157.html
2766,Butyric Acid (FEMA,1 g,107-92-6,,35.49,35.4900,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/fatty-acids-fatty-alcohols/2766-butyric-acid-fema-2221.html
2750,Cinnamyl Alcohol (FEMA,1 g,104-54-1,,42.75,42.7500,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/frankincense-กำยาน/2750-cinnamyl-alcohol-fema-2294.html
2716,Silvial,1 g,6658-48-6,,104.31,104.3100,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/lily-of-the-valley/2716-cyclamen-homoaldehyde-silvial.html
2695,Linalool Oxide (FEMA,1 g,1365-19-1,,80.37,80.3700,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/linalool-ฟรีเซีย/2695-linalool-oxide-fema-3746.html
2674,Freesia Acetate,1 g,,,467.17,467.1700,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/jasmine-มะลิ/2674-freesia-acetate-myraldyl-acetate.html
2611,Hexanal (C‑6),1 g,66-25-1,,56.03,56.0300,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/green-พืช-ใบไม้เขียว/2611-hexanal-aldehyde-c-6-fema-2557.html
2561,Isoamyl Hexanoate,1 g,2198-61-0,,45.26,45.2600,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/fruit-ผลไม้/2561-isoamyl-hexanoate.html
2492,2‑Methyl Decanal,1 g,19009-56-4,,124.08,124.0800,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/citrus-ส้ม-เปรี้ยว-สดชื่น/2492-2-methyl-decanal-aldehyde-c-11-moa.html
2437,Isovaleraldehyde (FEMA,1 g,590-86-3,,58.43,58.4300,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/aldehyde-ไขมัน/2437-isovaleraldehyde-fema-2692.html
33733,Vionil,1 g,67019-89-0,,404.06,404.0600,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/iris-ไอริส/33733-violet-nitrile-vionil.html
31027,3,1 g,541-47-9,,372.94,372.9400,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/phenolic-ยา/31027-3-methylcrotonic-acid-fema-3187.html
4021,Alpha,1 g,99-86-5,,35.00,35.0000,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/konifer-ต้นสน/4021-alpha-terpinene.html
2853,Cedramber,1 g,19870-74-7,,67.71,67.7100,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/wood-ไม้-เปลือกไม้/2853-cedrol-methyl-ether.html
2831,Isoamyl Phenyl Acetate,1 g,102-19-2,,59.73,59.7300,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/vanilla-วานิลลา/2831-isoamyl-phenyl-acetate.html
2818,Skatole 1% in DPG,1 g,83-34-1,,78.58,78.5800,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/animal-สัตว์/2818-skatole.html
2795,Alpha‑methyl Cinnamaldehyde,1 g,101-39-3,,44.00,44.0000,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/spice-เผ็ดร้อน/2795-alpha-methyl-cinnamaldehyde.html
2767,Geraniol (98%) (FEMA,1 g,106-24-1,,58.73,58.7300,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/rose-กุหลาบ/2767-geraniol-98-fema-2507.html
2751,Ethyl Cinnamate (FEMA,1 g,103-36-6,,42.57,42.5700,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/frankincense-กำยาน/2751-ethyl-cinnamate-fema-2430.html
2717,Muguet Butanol (Muguesia),1 g,56836-93-2,,377.67,377.6700,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/lily-of-the-valley/2717-muguet-butanol-muguesia.html
2696,Dimetol,1 g,13254-34-7,,59.23,59.2300,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/linalool-ฟรีเซีย/2696-freesia-heptanol.html
2612,trans‑2‑Hexenal,1 g,6728-26-3,,74.39,74.3900,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/green-พืช-ใบไม้เขียว/2612-trans-2-hexenal-fema-2560.html
2562,Amyl Valerate,1 g,2173-56-0,,49.45,49.4500,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/fruit-ผลไม้/2562-amyl-valerate.html
2530,Furfural,1 g,98-01-1,,54.44,54.4400,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/edible-อาหาร/2530-furfural-fema-2489.html
2514,Diacetyl,1 g,431-03-8,,45.26,45.2600,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/dairy-นม-เนย/2514-diacetyl.html
2493,Dihydromyrcenol,1 g,18479-58-8,,49.45,49.4500,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/citrus-ส้ม-เปรี้ยว-สดชื่น/2493-dihydromyrcenol.html
2480,Borneol,400 g,507-70-0,,47.46,0.1187,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/ice-cold-เย็น/2480-borneol-พิมเสน.html
2438,Ethyl Palmitate (FEMA,1 g,628-97-7,,38.98,38.9800,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/aldehyde-ไขมัน/2438-ethyl-palmitate-fema-2451.html
32360,Octyl Butyrate,1 g,110-39-4,,129.25,129.2500,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/ungrouped/32360-octyl-butyrate-.html
3721,Carvacrol,1 g,499-75-2,,338.73,338.7300,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/phenolic-ยา/3721-carvacrol.html
3432,Leather Cyclohexanol,1 g,4621-04-9,,328.75,328.7500,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/animal-สัตว์/3432-leather-cyclohexanol-apo-patchone-coeur-folrosia.html
2854,Polysantol,1 g,107898-54-4,,157.68,157.6800,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/wood-ไม้-เปลือกไม้/2854-santol-pentenol.html
2832,Maltol,1 g,118-71-8,,39.68,39.6800,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/vanilla-วานิลลา/2832-maltol-fema-2656.html
2796,Cinnamyl Acetate,1 g,103-54-8,,56.03,56.0300,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/spice-เผ็ดร้อน/2796-cinnamyl-acetate-fema-2293.html
2768,"Citronellol (96%, DL",1 g,106-22-9,,52.44,52.4400,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/rose-กุหลาบ/2768-citronellol-96-dl-fema-2309.html
2752,Phenethyl Cinnamate (FEMA,1 g,103-53-7,,55.14,55.1400,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/frankincense-กำยาน/2752-phenethyl-cinnamate-fema-2863.html
2697,Nopyl Acetate,5 g,128-51-8,,53.94,10.7880,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/linalool-ฟรีเซีย/2697-nopyl-acetate.html
2613,Styralyl Acetate (FEMA‑2684),1 g,93-92-5,,42.47,42.4700,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/green-พืช-ใบไม้เขียว/2613-styralyl-acetate-fema-2684.html
2563,Isoamyl Octanoate,1 g,2035-99-6,,45.26,45.2600,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/fruit-ผลไม้/2563-isoamyl-octanoate-fema-2080.html
2531,Methional (FEMA,1 g,3268-49-3,,79.38,79.3800,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/edible-อาหาร/2531-methional-fema-2747.html
2515,Butyl Lactate,1 g,138-22-7,,43.47,43.4700,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/dairy-นม-เนย/2515-butyl-lactate-fema-2205.html
2494,Dipentene (DL‑Limonene),1 g,138-86-3,,45.46,45.4600,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/citrus-ส้ม-เปรี้ยว-สดชื่น/2494-dipentene-dl-limonene.html
2481,beta,1 g,,,1458.32,1458.3200,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/ice-cold-เย็น/2481-beta-homocyclocitral-fema-3474.html
2439,4,1 g,65405-70-1,,688.35,688.3500,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/aldehyde-ไขมัน/2439-4-decenal-fema-3264.html
33768,Cyclohexenyl pentanal,1 g,65405-84-7,,108030.00,108030.0000,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/iris-ไอริส/33768-4-266-trimethyl-1-cyclohex-2-enylpentanal-.html
32361,Heptyl Butyrate,1 g,5870-93-9,,129.25,129.2500,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/ungrouped/32361-heptyl-butyrate-.html
9239,Monomenthyl Succinate (FEMA,1 g,77341-67-4,,1227.00,1227.0000,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/ice-cold-เย็น/9239-monomenthyl-succinate-menthyl-succinate-fema-3810.html
8015,"Dihydrojasmone lactone, gamma",1 g,7011-83-8,,64.41,64.4100,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/jasmine-มะลิ/8015-dihydrojasmone-lactone-gamma-methyl-decalacton-fema-3786.html
3989,Naphthalene,1 g,91-20-3,,35.00,35.0000,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/phenolic-ยา/3989-naphthalene.html
2891,Celestolide,1 g,13171-00-1,,74.55,74.5500,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/musk-มัสก์/2891-celestolide.html
2855,Santalol,1 g,11031-45-1,,69.40,69.4000,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/wood-ไม้-เปลือกไม้/2855-santalol-fema-3006.html
2797,Cinnamaldehyde,1 g,104-55-2,,42.47,42.4700,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/spice-เผ็ดร้อน/2797-cinnamaldehyde-cinnamic-aldehyde.html
2769,Benzyl Phenyl Acetate,1 g,102-16-9,,47.96,47.9600,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/rose-กุหลาบ/2769-benzyl-phenyl-acetate.html
2753,Benzyl Cinnamate (FEMA,1 g,103-41-3,,55.86,55.8600,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/frankincense-กำยาน/2753-benzyl-cinnamate-fema-2142.html
2698,Linalyl Acetate (FEMA,1 g,115-95-7,,44.60,44.6000,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/linalool-ฟรีเซีย/2698-linalyl-acetate-fema-2636.html
2614,cis‑3‑Hexen‑1‑ol (Leaf Alcohol),1 g,928-96-1,,109.30,109.3000,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/green-พืช-ใบไม้เขียว/2614-hexenol-cis-3.html
2564,Tropical Thiazole,1 g,15679-13-7,,326.26,326.2600,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/fruit-ผลไม้/2564-tropical-thiazole.html
2532,Fish Thiol (2,1 g,28588-74-1,,407.06,407.0600,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/edible-อาหาร/2532-fish-thiol-2-methyl-3-furanthiol-fema-3188.html
2516,Gamma‑Nonalactone (C‑18),1 g,104-61-0,,48.85,48.8500,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/dairy-นม-เนย/2516-gamma-nonalactone-aldehyde-c-18.html
2495,Methyl Heptenone,1 g,110-93-0,,47.78,47.7800,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/citrus-ส้ม-เปรี้ยว-สดชื่น/2495-methyl-heptenone-fema-2707.html
33730,Dihydrocarveol,1 g,619-01-2,,151.20,151.2000,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/ice-cold-เย็น/33730-2-methyl-5-prop-1-en-2-ylcyclohexan-1-ol-fema-2379.html
32362,Methyl Isobutyrate (FEMA,1 g,547-63-7,,129.25,129.2500,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/ungrouped/32362-methyl-isobutyrate-fema-2694.html
3885,Cuminyl Acetaldehyde,1 g,7775-00-0,,142.31,142.3100,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/lily-of-the-valley/3885-cuminyl-acetaldehyde-cyclemax.html
3688,Jasmin Pyranol (Jessemal),1 g,38285-49-3,,66.31,66.3100,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/jasmine-มะลิ/3688-jasmin-pyranol-jessemal.html
2892,Cosmone,1 g,10461-98-0,,927.25,927.2500,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/musk-มัสก์/2892-cosmone.html
2856,Patchouli Hexanol (Patchone),1 g,98-52-2,,47.06,47.0600,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/wood-ไม้-เปลือกไม้/2856-patchouli-hexanol-patchone.html
2834,Shoyu Furanone 20% in PG,1 g,27538-09-6,,929.10,929.1000,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/vanilla-วานิลลา/2834-shoyu-furanone-homofuronol.html
2798,Benzyl Isoeugenol,1 g,120-11-6,,135.93,135.9300,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/spice-เผ็ดร้อน/2798-benzyl-isoeugenol.html
2770,Phenethyl Phenyl Acetate,1 g,102-20-5,,47.06,47.0600,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/rose-กุหลาบ/2770-phenethyl-phenyl-acetate.html
2754,Phenethyl Benzoate,1 g,94-47-3,,59.43,59.4300,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/frankincense-กำยาน/2754-phenethyl-benzoate.html
2699,DMBCB (FEMA,1 g,10094-34-5,,52.09,52.0900,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/linalool-ฟรีเซีย/2699-dimethyl-benzyl-carbinyl-butyrate-dmbcb-fema-2394.html
2565,Hexyl Acetate,1 g,142-92-7,,45.76,45.7600,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/fruit-ผลไม้/2565-hexyl-acetate-fema-2565.html
2533,2‑Acetylpyrazine,1 g,22047-25-2,,328.75,328.7500,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/edible-อาหาร/2533-2-acetyl-pyrazine.html
2517,Octahydrocoumarin,1 g,4430-31-3,,299.33,299.3300,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/dairy-นม-เนย/2517-octahydrocoumarin-bicyclonona-lactone-fema-3791-.html
2496,Dimethyl Octenone,1 g,2550-11-0,,428.50,428.5000,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/citrus-ส้ม-เปรี้ยว-สดชื่น/2496-dimethyl-octenone.html
2441,Octanal (aldehyde C,1 g,124-13-0,,46.46,46.4600,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/aldehyde-ไขมัน/2441-octanal-aldehyde-c-8.html
33767,Cyclohexenyl acetaldehyde,1 g,472-66-2,,329.25,329.2500,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/ice-cold-เย็น/33767-2-266-trimethyl-1-cyclohexenylacetaldehyde-fema-3474.html
32363,Propyl Isobutyrate (FEMA,1 g,644-49-5,,129.25,129.2500,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/ungrouped/32363-propyl-isobutyrate-fema-2936.html
8021,Benzyl Butyrate (FEMA,1 g,103-37-7,,41.23,41.2300,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/jasmine-มะลิ/8021-benzyl-butyrate-fema-2140.html
3560,Amber Butanol (Ambercore),1 g,139504-68-0,,35.00,35.0000,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/animal-สัตว์/3560-amber-butanol-ambercore.html
2893,Globanone,1 g,37609-25-9,,459.84,459.8400,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/musk-มัสก์/2893-globanone.html
2857,Okoumal,1 g,131812-67-4,,416.03,416.0300,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/wood-ไม้-เปลือกไม้/2857-woody-dioxolane-okoumal.html
2799,Isobutyl Salicylate,1 g,87-19-4,,304.77,304.7700,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/spice-เผ็ดร้อน/2799-isobutyl-salicylate.html
2771,Phenethyl Acetate (FEMA,1 g,103-45-7,,43.47,43.4700,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/rose-กุหลาบ/2771-phenethyl-acetate-fema-2857.html
2700,Ethyl Linalool,1 g,10339-55-6,,57.43,57.4300,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/linalool-ฟรีเซีย/2700-ethyl-linalool.html
2616,trans‑2‑Hexen‑1‑ol,1 g,928-95-0,,152.09,152.0900,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/green-พืช-ใบไม้เขียว/2616-trans-2-hexenol-fema-2562.html
2566,Allyl Heptanoate,1 g,142-19-8,,38.98,38.9800,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/fruit-ผลไม้/2566-allyl-heptanoate-fema-2031.html
2534,Shoyu Pyrazine,1 g,15707-24-1,,25699.00,25699.0000,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/edible-อาหาร/2534-shoyu-pyrazine.html
2497,Homogeranyl Nitrile (Lemonile),1 g,61792-11-8,,63.69,63.6900,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/citrus-ส้ม-เปรี้ยว-สดชื่น/2497-homogeranyl-nitrile-lemonile.html
125625,"Menthol Crystal (Low Bitter, ไม่ขม)",1 g,,,35.00,35.0000,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/ice-cold-เย็น/125625-menthol-crystal-low-bitter-ไม่ขม.html
32885,Jessemal (Jasmonyl),1 g,1322-17-4,,52.09,52.0900,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/jasmine-มะลิ/32885-jessemal-jasmonyl-fema-2783.html
32364,Butyl Isobutyrate (FEMA,1 g,97-87-0,,129.25,129.2500,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/ungrouped/32364-butyl-isobutyrate-fema-2188-.html
4001,2,1 g,93-19-6,,827.50,827.5000,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/animal-สัตว์/4001-2-isobutyl-quinoline.html
3845,Muguet Carboxaldehyde,1 g,68991-97-9,,66.41,66.4100,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/lily-of-the-valley/3845-muguet-carboxaldehyde-cyclomugual-cyclomyral-melafleur.html
3440,Hercolyn D,1 g,8050-15-5,,56.43,56.4300,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/frankincense-กำยาน/3440-methyl-hydrogenated-rosinate.html
2894,Habanolide,1 g,3796-70-1,,104.31,104.3100,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/musk-มัสก์/2894-habanolide.html
2858,Camphene,1 g,79-92-5,,51.55,51.5500,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/wood-ไม้-เปลือกไม้/2858-camphene.html
2800,Methyl Diantilis,1 g,5595-79-9,,760.17,760.1700,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/spice-เผ็ดร้อน/2800-dianthus-ethone-methyl-diantilis.html
2772,Phenethyl Isobutyrate (FEMA,1 g,103-48-0,,47.06,47.0600,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/rose-กุหลาบ/2772-phenethyl-isobutyrate-fema-2862.html
2701,Ethyl Linalyl Acetate,1 g,61931-80-4,,74.89,74.8900,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/linalool-ฟรีเซีย/2701-ethyl-linalyl-acetate.html
2567,Raspberry Ketone,1 g,5471-51-2,,55.14,55.1400,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/fruit-ผลไม้/2567-raspberry-ketone-fema-2588.html
2535,"2,3,5‑Trimethylpyrazine",1 g,14667-55-1,,159.18,159.1800,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/edible-อาหาร/2535-235-trimethyl-pyrazine-fema-3244.html
2519,Methyl Laitone 10%,1 g,94201-19-1,,130.71,130.7100,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/dairy-นม-เนย/2519-coconut-decanone-methyl-methyl-laitone.html
2498,Lime Oxide (Limetol),1 g,7392-19-0,,467.17,467.1700,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/citrus-ส้ม-เปรี้ยว-สดชื่น/2498-lime-oxide-limetol.html
2443,"Octanoic Acid, C8, Caprylic Acid (FEMA",1 g,124-07-2,,41.67,41.6700,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/fatty-acids-fatty-alcohols/2443-octanoic-acid-c8-caprylic-acid-fema-2799.html
32365,Isobutyl Isobutyrate (FEMA,1 g,97-85-8,,129.25,129.2500,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/ungrouped/32365-isobutyl-isobutyrate-fema-2189-.html
3717,2‑Pentyl Cyclopentanone,1 g,4819-67-4,,35.00,35.0000,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/jasmine-มะลิ/3717-2-pentyl-cyclopentanone.html
3667,δ‑Nonalactone,1 g,3301-94-8,,142.31,142.3100,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/dairy-นม-เนย/3667-delta-nonalactone-fema-3356.html
2895,Helvetolide,1 g,141773-73-1,,593.59,593.5900,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/musk-มัสก์/2895-musk-propanoate-helvetolide.html
2859,Dihydro‑β‑ionone,8 g,17283-81-7,,80.27,10.0337,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/wood-ไม้-เปลือกไม้/2859-dihydro-beta-ionone.html
2801,Toscanol,1 g,16510-27-3,,711.21,711.2100,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/spice-เผ็ดร้อน/2801-sassafras-acetate-toscanol.html
2773,"Peony Acetonitrile, Peonile",1 g,10461-98-0,,48.45,48.4500,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/rose-กุหลาบ/2773-peony-acetonitrile.html
2702,2‑Octanone,1 g,111-13-7,,59.73,59.7300,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/linalool-ฟรีเซีย/2702-2-octanone-methyl-hexyl-ketone-fema-2802.html
2618,Galbanum Resinoid,1 g,9000-24-2,,97.33,97.3300,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/green-พืช-ใบไม้เขียว/2618-galbanum-resinoid.html
2568,Methyl Isovalerate,1 g,556-24-1,,58.43,58.4300,,,,,,MySkinRecipes,https://www.myskinrecipes.com/shop/th/fruit-ผลไม้/2568-methyl-isovalerate.html
