Product_ID,Material_Name,CAS_Number,Price_USD/g,Notes,Is_Dilution,Active_Material,Solvent,Active_%
8F3094001640,Benzaldehyde from SimpleScentsDIY,100-52-7,0.124,,,,,
8F3094001432,Benzyl Acetate from SimpleScentsDIY,0140-11-4,0.103,,,,,
8F3094001690,Benzyl Benzoate from SimpleScentsDIY,120-51-4,0.103,,,,,
8F3094001300,Benzyl Salicylate from SimpleScentsDIY,118-58-1,0.103,,,,,
8F3094001645,Beta Caryophyllene from SimpleScentsDIY,87-44-5,0.124,,,,,
8F3094005318,Bourgeonal from SimpleScentsDIY,18127-01-0,0.618,,,,,
8F3094001559,Calone (Powder) from SimpleScentsDIY,28940-11-6,2.473,,,,,
8F3094001562,Calone 10% in DPG from SimpleScentsDIY,,0.371,,TRUE,Calone (Powder) from SimpleScentsDIY,ไดโพรไพลีน ไกลคอล / Dipropylene Glycol / DPG from SimpleScentsDIY,10.00%
8F3094004157,Canthoxal from SimpleScentsDIY,5462-06-06,0.247,,,,,
8F3094004215,Carbinol Muguet from SimpleScentsDIY,0103-05-09,0.185,,,,,
8F3094001698,Cashmeran 10% in DPG from SimpleScentsDIY,33704-61-9,0.165,,,,,
8F3094001551,Cedramber from SimpleScentsDIY,19870-74-7,0.165,,,,,
8F3094005312,Cedroxyde from SimpleScentsDIY,71735-79-0,0.618,,,,,
8F3094001833,Cinnamic Aldehyde from SimpleScentsDIY,104-55-2,0.124,,,,,
8F3094001834,Cinnamyl Acetate from SimpleScentsDIY,103-54-8,0.165,,,,,
8F3094001819,Cinnamyl Alcohol 50% in DPG from SimpleScentsDIY,104-54-1,0.124,,,,,
8F3094001560,CIS Jasmone from SimpleScentsDIY,0488-10-8,1.113,,,,,
8F3094005324,Cis-3-Hexenol from SimpleScentsDIY,928-96-1,0.299,,,,,
8F3094001830,Cis-3-hexenyl Isobutyrate from SimpleScentsDIY,41519-23-7,1.051,,,,,
8F3094001284,Citral Nat from SimpleScentsDIY,5392-40-5,0.165,,,,,
8F3094004197,Citronellal from SimpleScentsDIY,106-23-0,0.155,,,,,
8F3094001297,Citronello 70 from SimpleScentsDIY,106-22-9,0.165,,,,,
8F3094004206,Coranol from SimpleScentsDIY,83926-73-2,0.247,,,,,
8F3094001563,Coumarin (Powder) from SimpleScentsDIY,91-64-5,0.309,,,,,
8F3094001480,Coumarin 10% in DPG from SimpleScentsDIY,,0.124,,TRUE,Coumarin (Powder) from SimpleScentsDIY,ไดโพรไพลีน ไกลคอล / Dipropylene Glycol / DPG from SimpleScentsDIY,10.00%
8F3094001644,Cyclamen Aldehyde from SimpleScentsDIY,103-95-7,0.165,,,,,
8F3094004158,Cyclogalbanate from SimpleScentsDIY,68901-15-5,0.247,,,,,
8F3094001728,Damascenone from SimpleScentsDIY,23696-85-7,3.709,,,,,
8F3094001729,Damascone Alpha from SimpleScentsDIY,24720-09-0,0.618,,,,,
8F3094001730,Damascone Beta from SimpleScentsDIY,23726-91-2,1.298,,,,,
8F3094001820,Damascone Delta from SimpleScentsDIY,57378-68-4,0.309,,,,,
8F3094001825,Delta Decalactone from SimpleScentsDIY,705-86-2,0.155,,,,,
8F3094001550,Diethyl Malonate from SimpleScentsDIY,105-53-3,0.134,,,,,
8F3094001822,Dihydro Jasmone from SimpleScentsDIY,1128-08-01,0.299,,,,,
8F3094001289,Dihydromyrcenol from SimpleScentsDIY,18479-58-8,0.165,,,,,
8F3094001775,Dimetol from SimpleScentsDIY,13254-34-7,0.165,,,,,
8F3094004204,Diphenyl Oxide from SimpleScentsDIY,101-84-8,0.124,,,,,
8F3094001794,D-Limonene from SimpleScentsDIY,5989-27-5,0.103,,,,,
8F3094005316,DMBC Acetate from SimpleScentsDIY,0151-05-03,0.124,,,,,
8F3094001904,Dynascone from SimpleScentsDIY,56973-85-4,1.236,,,,,
8F3094004194,Ebanol from SimpleScentsDIY,67801-20-1,0.206,,,,,
8F3094001483,Ethyl 2-methyl butyrate from SimpleScentsDIY,7452-79-1,0.165,,,,,
8F3094001641,Ethyl Acetate from SimpleScentsDIY,141-78-6,0.124,,,,,
8F3094001434,Ethyl Butyrate from SimpleScentsDIY,105-54-4,0.103,,,,,
8F3094005311,Ethyl Linalool from SimpleScentsDIY,10339-55-6,0.185,,,,,
8F3094001695,Ethyl Maltol (Powder) from SimpleScentsDIY,4940-11-8,0.309,,,,,
8F3094001696,Ethyl Maltol 10% in DPG from SimpleScentsDIY,,0.103,,TRUE,Ethyl Maltol (Powder) from SimpleScentsDIY,ไดโพรไพลีน ไกลคอล / Dipropylene Glycol / DPG from SimpleScentsDIY,10.00%
8F3094001646,Ethyl Safranate from SimpleScentsDIY,35044-59-8,1.236,,,,,
8F3094001699,Ethyl Vanillin (Powder) from SimpleScentsDIY,121-32-4,0.309,,,,,
8F3094001700,Ethyl Vanillin 10% in DPG from SimpleScentsDIY,,0.103,,TRUE,Ethyl Vanillin (Powder) from SimpleScentsDIY,ไดโพรไพลีน ไกลคอล / Dipropylene Glycol / DPG from SimpleScentsDIY,10.00%
8F3094001886,Ethylene Brassylate (Musk T) from SimpleScentsDIY,105-95-3,0.175,,,,,
8F3094001864,Eugenol Nat from SimpleScentsDIY,97-53-0,0.165,,,,,
8F3094001435,Evernyl (Moss) 10% in DPG from SimpleScentsDIY,,0.124,,TRUE,Evernyl (Powder) from SimpleScentsDIY,ไดโพรไพลีน ไกลคอล / Dipropylene Glycol / DPG from SimpleScentsDIY,10.00%
8F3094001564,Evernyl (Powder) from SimpleScentsDIY,4707-47-5,0.495,,,,,
8F3094001821,Farnesol from SimpleScentsDIY,4602-84-0,0.371,,,,,
8F3094001789,Fixamber from SimpleScentsDIY,144020-22-4,0.495,,,,,
8F3094001554,Floralozone from SimpleScentsDIY,67634-14-4,0.165,,,,,
8F3094005319,Florhydral from SimpleScentsDIY,125109-85-5,0.866,,,,,
8F3094001285,Florol from SimpleScentsDIY,63500-71-0,0.165,,,,,
8F3094001776,Floropal from SimpleScentsDIY,5182-36-5,0.185,,,,,
8F3094001481,Fragolane / Fructone B from SimpleScentsDIY,6413.-10-1,0.185,,,,,
8F3094004212,Fruitate from SimpleScentsDIY,80657-64-3,0.618,,,,,
8F3094001828,Furaneol 10% In DPG from SimpleScentsDIY,3658-77-3,0.155,,,,,
8F3094001703,Galaxolide 100% (Pure) from SimpleScentsDIY,1222-05-05,0.165,,,,,
8F3094001731,Gamma Decalactone from SimpleScentsDIY,706-14-9,0.124,,,,,
8F3094005320,Gamma-Heptalactone from SimpleScentsDIY,105-21-5,0.155,,,,,
8F3094001903,Gamma-Octalactone from SimpleScentsDIY,104-50-7,0.155,,,,,
8F3094001291,Geraniol from SimpleScentsDIY,106-24-1,0.165,,,,,
8F3094001298,Geranyl Acetate from SimpleScentsDIY,105-87-3,0.165,,,,,
8F3094004193,Globanone 50 % in DPG from SimpleScentsDIY,3100-36-5,0.289,,,,,
8F3094001653,Guaiacol from SimpleScentsDIY,90-05-1,0.185,,,,,
8F3094001832,Habanolide from SimpleScentsDIY,111879-80-2,0.299,,,,,
8F3094001479,Hedione from SimpleScentsDIY,24851-98-7,0.165,,,,,
8F3094001878,Hedione HC from SimpleScentsDIY,24851-98-7,0.927,,,,,
8F3094001802,Helional from SimpleScentsDIY,1205-17-0,0.185,,,,,
8F3094001643,Heliotrope Base from SimpleScentsDIY,120-57-0,0.165,,,,,
8F3094001831,Helvetolide from SimpleScentsDIY,141773-73-1,1.236,,,,,
8F3094004195,Hexyl Acetate from SimpleScentsDIY,142-92-7,0.124,,,,,
8F3094004201,Hexyl Salicylate from SimpleScentsDIY,6259-76-3,0.124,,,,,
8F3094004211,Hivernal Neo from SimpleScentsDIY,300371-33-9,1.298,,,,,
8F3094001861,Hydroxycitronellal from SimpleScentsDIY,107-75-5,0.206,,,,,
8F3094004218,Indole (Powder) from SimpleScentsDIY,,0.433,,,,,
8F3094001860,Indole 10% in DPG from SimpleScentsDIY,120-72-9,0.144,,TRUE,Indole (Powder) from SimpleScentsDIY,ไดโพรไพลีน ไกลคอล / Dipropylene Glycol / DPG from SimpleScentsDIY,10.00%
8F3094001265,Iso E Super from SimpleScentsDIY,54464-57-2,0.175,,,,,
8F3094001694,Isoamyl Acetate from SimpleScentsDIY,123-92-2,0.124,,,,,
8F3094001553,Isoamyl Butyrate from SimpleScentsDIY,106-27-4,0.103,,,,,
8F3094001862,Isoamyl Phenyl Acetate from SimpleScentsDIY,102-19-2,0.155,,,,,
8F3094001691,Isoamyl Salicylate from SimpleScentsDIY,87-20-7,0.124,,,,,
8F3094001655,Isobutavan from SimpleScentsDIY,20665-85-4,0.526,,,,,
8F3094001865,IsoButyl Quinoline from SimpleScentsDIY,1333-58-0,2.009,,,,,
8F3094001692,Isobutyl Salicylate from SimpleScentsDIY,87-19-4,0.206,,,,,
8F3094001777,Isocyclocitral from SimpleScentsDIY,1335-66-6,0.495,,,,,
8F3094004214,Isolongifolanone from SimpleScentsDIY,23787-90-8,0.618,,,,,
8F3094001732,Jasmolactone from SimpleScentsDIY,32764-98-0,3.709,,,,,
8F3094001693,Jasmonal H (HCA) from SimpleScentsDIY,101-86-0,0.082,,,,,
8F3094004199,Javanol from SimpleScentsDIY,198404-98-7,1.546,,,,,
8F3094001887,Jessemal from SimpleScentsDIY,38285-49-3,0.185,,,,,
8F3094001905,Kephalis from SimpleScentsDIY,36306-87-3,0.464,,,,,
8F3094001778,Koavone from SimpleScentsDIY,81786-75-6,0.165,,,,,
8F3094005334,Kohinool from SimpleScentsDIY,87118-95-4,0.618,,,,,
8E3094000973,Labdanum Resinoid 10% in DPG from SimpleScentsDIY,89997-74-0,0.165,,,,,
8F3094001795,Lemonile from SimpleScentsDIY,61792-11-8,0.185,,,,,
8F3094004159,Liffarome from SimpleScentsDIY,67633-96-9,0.556,,,,,
8F3094004370,Lily Flore (Powder) from SimpleScentsDIY,285977-85-7,1.236,,,,,
8F3094001912,Lily Flore 10 % In DPG from SimpleScentsDIY,285977-85-7,0.155,,TRUE,Lily Flore (Powder) from SimpleScentsDIY,ไดโพรไพลีน ไกลคอล / Dipropylene Glycol / DPG from SimpleScentsDIY,10.00%
8F3094001295,Linalool from SimpleScentsDIY,78-70-6,0.124,,,,,
8F3094001299,Linalyl Acetate from SimpleScentsDIY,115-95-7,0.124,,,,,
8F3094001705,Magnolan from SimpleScentsDIY,27606-09-03,0.227,,,,,
8F3094004208,Majantol from SimpleScentsDIY,103694-68-4,0.247,,,,,
8F3094001433,Manzanate from SimpleScentsDIY,39255-32-8,0.165,,,,,
8F3094004209,Maple Lactone (Powder) from SimpleScentsDIY,80-71-7,0.309,,,,,
8F3094004210,Maple Lactone 10 % in DPG from SimpleScentsDIY,80-71-7,0.165,,TRUE,Maple Lactone (Powder) from SimpleScentsDIY,ไดโพรไพลีน ไกลคอล / Dipropylene Glycol / DPG from SimpleScentsDIY,10.00%
8F3094001779,Mayol from SimpleScentsDIY,13828-37-0,0.247,,,,,
8F3094001286,Melonal  50% in DPG from SimpleScentsDIY,106-72-9,0.165,,,,,
8F3094001296,Methyl Anthranilate from SimpleScentsDIY,134-20-3,0.103,,,,,
8F3094001774,Methyl Benzoate from SimpleScentsDIY,93-58-3,0.103,,,,,
8F3094001823,Methyl Ionone Pure from SimpleScentsDIY,127-51-5,0.371,,,,,
8F3094001829,Methyl Octine Carbonate from SimpleScentsDIY,111-80-8,1.051,,,,,
8F3094001757,"Methyl Pamplemousse, Amarocite from SimpleScentsDIY",67674-46-8,0.165,,,,,
8F3094005313,Muscenone from SimpleScentsDIY,82356-51-2,2.009,,,,,
8F3094001708,Muscone from SimpleScentsDIY,541-91-3,3.709,,,,,
8F3094001552,Natural B-Pinene from SimpleScentsDIY,127-91-3,0.103,,,,,
8F3094001294,Nerol from SimpleScentsDIY,106-25-2,0.165,,,,,
8F3094005322,Nerolidol from SimpleScentsDIY,7212-44-4,0.309,,,,,
8F3094001780,Neroline Bromelia (Powder) from SimpleScentsDIY,93-18-5,0.556,,,,,
8F3094001781,Neroline Bromelia 10% in DPG from SimpleScentsDIY,,0.103,,TRUE,Neroline Bromelia (Powder) from SimpleScentsDIY,ไดโพรไพลีน ไกลคอล / Dipropylene Glycol / DPG from SimpleScentsDIY,10.00%
8F3094001767,Neryl Acetate from SimpleScentsDIY,0141-12-8,0.165,,,,,
8F3094004164,Oakmoss IFRA 10% in DPG from SimpleScentsDIY,90028-68-5,0.495,,,,,
8F3094005321,Ocimene from SimpleScentsDIY,13877-91-3,1.236,,,,,
8F3094005338,Octahydrocoumarin from SimpleScentsDIY,4430-31-3,0.227,,,,,
8F3094004202,Oranger Crystals (Powder) from SimpleScentsDIY,93-08-3,0.309,,,,,
8F3094004203,Oranger Crystals 10 % in DPG from SimpleScentsDIY,93-08-3,0.165,,TRUE,Oranger Crystals (Powder) from SimpleScentsDIY,ไดโพรไพลีน ไกลคอล / Dipropylene Glycol / DPG from SimpleScentsDIY,10.00%
8F3094001836,Orivone from SimpleScentsDIY,16587-71-6,0.433,,,,,
8F3094001783,Para-Cresol from SimpleScentsDIY,106-44-5,0.165,,,,,
8F3094001782,Patchone (Powder) from SimpleScentsDIY,98-52-2,0.556,,,,,
8F3094001784,Patchone 10% in DPG from SimpleScentsDIY,,0.124,,TRUE,Patchone (Powder) from SimpleScentsDIY,ไดโพรไพลีน ไกลคอล / Dipropylene Glycol / DPG from SimpleScentsDIY,10.00%
8F3094001707,Peonile from SimpleScentsDIY,10461-98-0,0.165,,,,,
8F3094001824,Peranat from SimpleScentsDIY,90397-38-9,0.464,,,,,
8F3094004213,Phenyl Ethyl Acetate from SimpleScentsDIY,103-45-7,0.124,,,,,
8F3094001283,Phenyl Ethyl Alcohol from SimpleScentsDIY,60-12-8,0.103,,,,,
8F3094001565,Raspberry Ketone (Powder) from SimpleScentsDIY,5471-51-2,0.371,,,,,
8F3094001557,Raspberry Ketone 20% in DPG from SimpleScentsDIY,,0.103,,TRUE,Raspberry Ketone (Powder) from SimpleScentsDIY,ไดโพรไพลีน ไกลคอล / Dipropylene Glycol / DPG from SimpleScentsDIY,10.00%
8F3094001785,Rhubafuran from SimpleScentsDIY,82461-14-1,0.866,,,,,
8F3094001888,Rhubofix from SimpleScentsDIY,41816-03-09,1.298,,,,,
8F3094001902,Romandolide from SimpleScentsDIY,236391-76-7,0.402,,,,,
8F3094001786,Rosafix (Powder) from SimpleScentsDIY,90-17-5,0.556,,,,,
8F3094001787,Rosafix 10% in DPG from SimpleScentsDIY,,0.103,,,,,
8F3094001549,Rose Oxide from SimpleScentsDIY,16409-43-1,0.247,,,,,
8F3094001649,Safranal from SimpleScentsDIY,116-26-7,1.700,,,,,
8F3094001548,Sandalore from SimpleScentsDIY,65113-99-7,0.247,,,,,
8F3094001756,Sandela 85 from SimpleScentsDIY,3407-42-9,0.165,,,,,
8F3094001889,Scentenal from SimpleScentsDIY,86803-90-9,0.618,,,,,
8E3094000986,Siam Benzoin Resinoid 50 % In DPG from SimpleScentsDIY,84012-39-5,0.196,,,,,
8F3094005314,Silvanone Supra from SimpleScentsDIY,109-29-5,0.618,,,,,
8F3094001706,Stemone from SimpleScentsDIY,22457-23-4,0.206,,,,,
8F3094004196,Styralyl Acetate from SimpleScentsDIY,93-92-5,0.124,,,,,
8F3094001652,Suederal LT from SimpleScentsDIY,,0.495,,,,,
8F3094001827,Sulfurol (Milky) from SimpleScentsDIY,137-00-8,0.299,,,,,
8F3094005315,Terpineol from SimpleScentsDIY,8000-41-7,0.124,,,,,
8F3094001702,Timberol from SimpleScentsDIY,70788-30-6,0.371,,,,,
8F3094001788,Trifernal from SimpleScentsDIY,16251-77-7,0.495,,,,,
8F3094001650,Triplal from SimpleScentsDIY,68039-49-6,0.165,,,,,
8F3094005336,Ultravanil 80% In DPG from SimpleScentsDIY,2563-07-07,4.637,,,,,
8F3094001651,Undecavertol from SimpleScentsDIY,81782-77-6,0.165,,,,,
8F3094004217,Vanillin (Powder) from SimpleScentsDIY,121-33-5,0.309,,,,,
8F3094001885,Vanillin 10 % in DPG from SimpleScentsDIY,,0.103,,TRUE,Vanillin (Powder) from SimpleScentsDIY,ไดโพรไพลีน ไกลคอล / Dipropylene Glycol / DPG from SimpleScentsDIY,10.00%
8F3094001790,Veloutone from SimpleScentsDIY,65443-14-3,0.866,,,,,
8F3094001482,Verdox from SimpleScentsDIY,88-41-5,0.165,,,,,
8F3094001837,Vertenex from SimpleScentsDIY,32210-23-4,0.124,,,,,
8F3094001835,Vertofix from SimpleScentsDIY,32388-55-9,0.155,,,,,
8F3094004192,Vetikon from SimpleScentsDIY,7403-42-1,0.247,,,,,
8F3094001648,Vetival from SimpleScentsDIY,4927-39-3,0.412,,,,,
8F3094005335,Violiff from SimpleScentsDIY,87731-18-8,0.927,,,,,
8F3094001555,Viridine (PADMA) from SimpleScentsDIY,101-48-4,0.165,,,,,
8B23094000943,ไดโพรไพลีน ไกลคอล / Dipropylene Glycol / DPG from SimpleScentsDIY,25265-71-8,0.009,,,,,
8B3094000972,MMB (3-methoxy-3-methyl-1-butanol) 1 kg  from SimpleScentsDIY,56539-66-3,0.013,,,,,
8B23094000189-1,โพรไพลีน ไกลคอล (Propylene Glycol) from SimpleScentsDIY,57-55-6,0.003,,,,,
